m,y,locality,seg_phos,seg_psize,seg_pet,seg_mat,seg_decs,US_RockPhos,USCalcium,native.bio,exotic.bio
2.0,2010,Obelisk Creek,3.0,4.0,954.68,71.62,2246.2,3.0,2.0,0,0
2.0,2010,Obelisk Creek,3.0,4.0,954.68,71.62,2246.2,3.0,2.0,0,0
2.0,2010,Obelix Creek tributary,3.0,4.0,992.45,76.48,2253.47,3.0,2.0,0,0
2.0,2010,Wether Burn tributary,3.02,3.76,1060.76,86.08,2266.18,3.049,2.705,1,0
7.0,2008,Martyns Creek tributary,3.0,3.0,743.62,109.79,2203.29,3.0,1.0,1,0
7.0,2008,Martyns Creek tributary,3.0,3.0,743.62,109.79,2203.29,3.0,1.0,1,1
7.0,2008,Martyns Creek tributary,3.0,3.0,743.62,109.79,2203.29,3.0,1.0,0,1
7.0,2008,Martyns Creek tributary,3.0,3.0,743.62,109.79,2203.29,3.0,1.0,0,1
7.0,2008,Martyns Creek tributary,3.0,3.0,743.62,109.79,2203.29,3.0,1.0,1,0
7.0,2008,Martyns Creek tributary,3.07,3.0,744.52,109.85,2203.78,3.02,1.0,0,1
7.0,2008,Martyns Creek tributary,3.07,3.0,744.52,109.85,2203.78,3.02,1.0,0,1
7.0,2008,Martyns Creek tributary,2.97,3.03,739.21,109.08,2202.76,2.963,1.0,0,1
7.0,2008,Martyns Creek tributary,3.0,3.0,743.62,109.79,2203.29,3.0,1.0,1,1
7.0,2008,Martyns Creek tributary,3.0,3.0,743.62,109.79,2203.29,3.0,1.0,1,1
7.0,2008,Martyns Creek tributary,2.97,3.03,739.21,109.08,2202.76,2.963,1.0,1,1
7.0,2008,Martyns Creek tributary,2.97,3.03,739.21,109.08,2202.76,2.963,1.0,1,1
7.0,2008,Martyns Creek tributary,2.97,3.03,739.21,109.08,2202.76,2.963,1.0,1,1
7.0,2008,Martyns Creek tributary,2.97,3.03,739.21,109.08,2202.76,2.963,1.0,1,1
7.0,2008,Martyns Creek tributary,2.97,3.03,739.21,109.08,2202.76,2.963,1.0,1,0
7.0,2008,Kawhaka Creek tributary,3.02,3.0,745.67,110.11,2204.75,3.102,1.0,1,0
7.0,2008,Kawhaka Creek tributary,3.02,3.0,745.67,110.11,2204.75,3.102,1.0,1,0
7.0,2008,Kawhaka Creek tributary,3.02,3.0,745.67,110.11,2204.75,3.102,1.0,0,1
7.0,2008,Martyns Creek tributary,3.0,3.0,744.32,109.99,2204.0,3.0,1.0,0,1
7.0,2008,Martyns Creek tributary,2.97,3.03,739.21,109.08,2202.76,2.963,1.0,0,1
7.0,2008,Martyns Creek tributary,2.97,3.03,739.21,109.08,2202.76,2.963,1.0,1,0
5.0,2010,Puhinui Creek tributary,1.0,2.0,1067.93,143.77,2371.7,1.0,1.0,4,0
5.0,2010,Puhinui Creek tributary,1.5,2.0,1068.1,144.16,2370.95,1.105,1.105,4,0
3.0,2010,Waitangi Stream,1.0,0.89,694.66,146.0,2361.0,1.901,1.901,3,0
3.0,2010,Kauritutahi Creek,1.0,1.29,1058.51,140.15,2367.3,1.0,1.0,4,0
3.0,2010,Orere River tributary,1.05,2.6,1063.99,136.26,2367.19,1.024,1.024,3,0
3.0,2010,Orere River tributary,1.07,2.1,1084.69,139.01,2368.79,1.024,1.024,3,0
4.0,2009,Unnamed stream Anchor Bay,1.0,1.23,1186.95,152.68,2378.71,1.0,1.0,4,0
4.0,2009,Mahurangi River Right Branch tributary,1.0,2.0,1098.55,146.32,2372.67,1.008,1.008,3,0
4.0,2009,Mahurangi River Right Branch tributary,1.0,2.0,1092.71,145.05,2372.04,1.0,1.0,3,0
5.0,2009,Hoteo River tributary,2.52,4.37,1070.51,143.93,2365.25,2.492,1.0,5,0
5.0,2009,Cascade Stream,3.03,5.0,1051.07,138.3,2373.2,3.04,1.0,5,0
5.0,2009,Waitakere River,2.98,4.55,1075.16,142.15,2374.42,3.381,1.081,5,0
4.0,2009,Wekatahi Creek,3.48,4.69,1062.1,140.34,2371.57,3.599,1.0,5,0
4.0,2009,Unnamed stream Whangaparoa Head,1.0,1.95,1173.07,149.1,2382.57,1.0,1.035,3,0
4.0,2009,Marawhara Stream,3.56,5.0,1055.29,139.49,2370.96,3.616,1.0,4,0
5.0,2009,Unnamed stream Moores Bay,1.04,1.0,1168.56,149.65,2377.93,1.03,1.03,4,1
4.0,2009,Ararimu Stream tributary,1.33,1.96,1076.38,142.26,2374.17,1.268,1.268,4,0
3.0,2010,Havelock River,0.36,0.27,1235.71,89.93,2331.31,1.925,0.565,1,0
3.0,2010,Havelock River,0.36,0.27,1235.71,89.93,2331.31,1.925,0.565,2,1
3.0,2010,Havelock River,0.36,0.27,1235.71,89.93,2331.31,1.925,0.565,1,1
3.0,2010,Havelock River,2.9,2.17,1215.19,86.68,2327.67,2.923,0.822,1,0
3.0,2010,Havelock River,0.36,0.27,1235.71,89.93,2331.31,1.925,0.565,1,0
3.0,2010,Havelock River,3.01,2.87,1199.82,84.77,2324.86,2.788,0.773,2,0
3.0,2010,Havelock River,3.01,2.87,1199.82,84.77,2324.86,2.788,0.773,2,1
3.0,2010,Havelock River,0.57,0.51,1227.83,88.74,2329.68,2.208,0.751,0,0
3.0,2010,Havelock River,0.57,0.51,1227.83,88.74,2329.68,2.208,0.751,1,0
3.0,2010,Carneys Creek,0.21,0.18,1155.61,85.44,2308.16,0.277,0.13,0,0
3.0,2010,Carneys Creek,1.91,2.08,1107.01,81.53,2299.0,1.832,0.738,1,1
3.0,2010,The Growler,3.28,3.38,1175.33,82.69,2317.92,3.141,1.175,0,0
3.0,2010,The Growler,0.94,0.7,1215.15,87.84,2325.71,3.09,1.185,0,0
3.0,2010,Havelock River,2.48,3.2,1141.06,75.74,2315.18,2.519,0.869,3,2
3.0,2010,Clyde River,0.14,0.05,1233.96,89.93,2330.85,2.153,0.961,1,0
3.0,2010,Clyde River,0.14,0.05,1233.96,89.93,2330.85,2.153,0.961,0,0
3.0,2010,Clyde River,2.12,1.59,1223.22,88.26,2329.05,2.876,0.976,1,0
3.0,2010,Clyde River,2.12,1.59,1223.22,88.26,2329.05,2.876,0.976,2,0
3.0,2010,Clyde River,2.12,1.59,1223.22,88.26,2329.05,2.876,0.976,0,1
3.0,2010,Clyde River,2.12,1.59,1223.22,88.26,2329.05,2.876,0.976,0,0
3.0,2010,Clyde River,0.14,0.05,1233.96,89.93,2330.85,2.153,0.961,0,0
3.0,2010,Clyde River,0.14,0.05,1233.96,89.93,2330.85,2.153,0.961,2,0
3.0,2010,Clyde River,2.03,2.71,1122.17,77.39,2310.14,1.903,0.646,1,0
3.0,2010,Clyde River,1.44,1.83,1150.35,81.45,2312.25,1.891,0.641,1,0
3.0,2010,Clyde River,1.48,0.59,1220.19,88.08,2328.38,2.251,0.958,1,0
3.0,2010,Clyde River,3.0,2.03,1150.24,77.14,2317.04,3.0,1.656,1,0
3.0,2010,Clyde River,2.6,2.1,1168.56,80.04,2318.0,2.785,1.163,1,0
3.0,2010,Clyde River,2.6,2.1,1168.56,80.04,2318.0,2.785,1.163,1,0
12.0,2009,Mangaone Stream,2.0,2.0,1030.18,135.72,2340.02,2.0,2.0,0,0
12.0,2009,Mangaone Stream,2.0,2.0,1030.18,135.72,2340.02,2.0,2.0,0,0
12.0,2009,Mangaone Stream,2.0,2.0,1030.18,135.72,2340.02,2.0,2.0,0,0
1.0,2008,Pudding Valley Creek,4.0,3.0,1064.47,95.69,2256.16,3.545,1.0,1,1
1.0,2008,Pudding Valley Creek wetland,3.57,3.43,1055.93,92.67,2258.77,3.551,1.0,2,0
1.0,2008,Moorhouse Stream,3.68,3.32,1051.2,88.64,2263.56,3.423,1.0,1,1
1.0,2008,Pudding Valley Creek,3.5,3.5,1053.07,89.88,2262.39,3.596,1.0,0,0
1.0,2008,Moorhouse Stream,3.68,3.32,1051.2,88.64,2263.56,3.423,1.0,1,1
1.0,2008,Lambies Stream,3.76,3.24,1131.01,87.89,2291.54,3.884,1.0,1,1
1.0,2008,Dennys Stream tributary,3.22,3.78,1035.31,71.94,2283.93,3.206,1.0,2,0
1.0,2008,Lake Denny outlet,3.95,3.05,1102.15,86.73,2282.8,3.756,1.0,0,0
1.0,2008,South Branch Ashburton River,3.15,2.36,1161.28,88.08,2304.06,3.257,0.969,2,0
1.0,2008,South Branch Ashburton River,1.24,0.9,1153.09,90.0,2297.45,3.192,0.961,3,0
1.0,2008,Paddle Hill Creek,3.44,3.56,1116.68,77.42,2302.83,3.289,1.0,0,1
1.0,2008,Paddle Hill Creek,4.0,3.0,1153.4,84.84,2304.46,3.398,1.0,0,1
1.0,2008,Paddle Hill Creek,4.0,3.0,1153.4,84.84,2304.46,3.398,1.0,0,1
1.0,2008,Paddle Hill Creek tribuary,3.0,4.0,1056.04,68.03,2296.64,3.0,1.0,0,0
1.0,2008,Paddle Hill Creek tributary,3.86,3.14,1142.29,83.51,2302.81,3.866,1.0,0,1
1.0,2008,Paddle Hill Creek,3.11,2.16,1146.62,90.91,2292.4,3.426,1.456,2,1
1.0,2008,Haast Stream,4.0,3.0,1145.58,88.62,2296.33,3.447,1.0,2,0
1.0,2008,Balmacaan Stream,3.38,3.62,1109.65,77.61,2298.34,3.295,1.0,1,1
1.0,2008,Lambies Stream,4.0,2.89,1159.09,87.92,2303.05,3.936,1.036,3,1
1.0,2008,Whiskey Stream,4.0,2.45,1161.75,84.04,2308.8,4.0,1.258,0,1
1.0,2008,Lambies Stream,4.0,3.0,1161.11,86.97,2305.27,4.0,1.0,4,1
1.0,2008,Gentleman Smith Stream,4.0,3.0,1171.53,88.0,2308.25,4.0,1.121,1,1
1.0,2008,Gentleman Smith Stream,4.0,3.0,1172.29,86.75,2311.74,4.0,1.187,1,0
1.0,2008,Gentleman Smith Stream,4.0,3.0,1162.3,85.88,2310.47,4.0,1.43,1,0
1.0,2008,Gentleman Smith Stream tributary,4.0,3.0,1172.29,86.75,2311.74,4.0,1.187,1,0
1.0,2008,Maori Lakes tributary,4.0,2.91,1171.56,88.39,2307.21,3.997,1.006,1,0
1.0,2008,Maori Lakes tributary,4.0,2.51,1168.29,88.51,2306.0,3.997,1.016,2,1
1.0,2008,Dunbar Stream,3.36,3.64,1009.09,60.65,2297.23,3.358,1.0,0,1
1.0,2008,Traingle Stream,4.0,3.0,1142.97,79.98,2312.74,3.984,1.0,0,1
1.0,2008,Olliver Stream,3.35,3.65,1039.92,65.08,2300.06,3.255,1.0,1,2
2.0,2008,Jacobs Creek,4.0,3.0,1155.46,89.0,2300.5,3.838,1.178,2,1
2.0,2008,Clent Hills Stream,4.0,3.0,1167.56,84.18,2313.68,3.428,1.0,0,1
2.0,2008,Clent Hills Stream,4.0,3.0,1167.56,84.18,2313.68,3.428,1.0,0,1
2.0,2008,Triangle Stream tributary,3.97,3.03,1091.97,72.63,2306.44,3.976,1.0,0,1
2.0,2008,Triangle Stream,3.0,4.0,965.26,54.33,2291.95,3.0,1.0,1,1
2.0,2008,Olliver Stream tributary,3.92,3.08,1112.35,75.69,2308.22,3.92,1.0,0,2
2.0,2008,Johnstone Stream,3.98,3.02,1128.44,78.46,2308.35,3.984,1.0,0,1
2.0,2008,Johnstone Stream,3.98,3.02,1128.44,78.46,2308.35,3.984,1.0,0,0
2.0,2008,Harding Stream,3.31,3.69,1097.53,73.39,2303.48,3.18,1.0,0,1
2.0,2008,South Branch Ashburton River tributary,2.91,3.12,1122.61,75.62,2307.85,3.172,0.952,1,0
2.0,2008,South Branch Ashburton River tributary,2.91,3.12,1122.61,75.62,2307.85,3.172,0.952,0,1
2.0,2008,South Branch Ashburton River,2.54,3.38,1082.08,70.93,2304.81,2.821,0.937,1,0
2.0,2008,South Branch Ashburton River,3.26,3.74,1119.07,76.09,2306.84,2.869,0.942,1,1
2.0,2008,Nabob Stream,3.67,3.33,1017.95,93.71,2245.75,3.185,1.0,2,0
2.0,2008,Denny Stream,3.0,4.0,1004.2,65.05,2284.19,3.0,1.0,0,0
2.0,2008,Denny Stream,3.0,4.0,1060.76,74.26,2287.98,3.0,1.0,1,0
2.0,2008,Balmacaan Stream,3.0,4.0,1033.99,67.12,2290.57,3.0,1.0,0,1
2.0,2008,Rangitata River tributary,3.18,3.82,1132.96,87.26,2293.77,3.15,1.15,0,0
2.0,2008,Rangitata River tributary,3.0,4.0,1106.82,77.33,2299.01,3.0,1.0,0,0
2.0,2008,Kenneth Creek,3.0,4.0,1044.43,64.22,2298.86,3.0,1.0,0,0
2.0,2008,Craddock Stream,4.0,2.77,1171.04,84.54,2311.75,3.407,1.044,0,1
2.0,2008,Potts River tributary,3.0,4.0,1035.03,62.02,2301.87,2.89,1.0,0,0
,2008,Potts River,3.0,4.0,1115.06,73.47,2311.55,3.0,1.0,0,1
,2008,Potts River,3.0,4.0,1115.06,73.47,2311.55,3.0,1.0,0,1
,2008,Potts River tributary,3.0,4.0,1087.11,69.04,2307.18,2.665,1.0,0,0
,2008,Mellish Stream,4.0,3.0,1132.49,81.55,2306.32,3.422,1.144,0,1
,2008,Swin River South Branch,3.45,3.55,1065.14,75.45,2291.01,3.291,1.291,0,1
,2008,Seagull Lake tributary,2.3,1.73,1078.9,79.3,2289.43,2.7,0.675,0,0
,2008,Boundary Creek,3.0,4.0,992.48,56.73,2295.66,3.0,1.0,1,0
,2008,Boundary Creek,3.0,4.0,1057.93,66.46,2301.86,2.961,1.0,0,1
,2008,Gordon Gully Stream,2.98,3.79,927.39,49.04,2289.86,2.698,1.003,0,0
,2008,Stumpy Stream,2.8,3.47,924.03,48.53,2289.34,2.791,0.943,0,0
,2008,South Branch Ashburton River tributary,2.88,3.88,918.26,47.79,2288.43,2.904,1.0,0,1
,2008,South Branch Ashburton River,3.61,3.39,933.47,52.42,2287.54,1.521,0.475,1,0
,2008,Red Mountain Stream,3.0,4.0,950.12,51.46,2290.9,3.0,1.0,0,0
,2008,Harding Stream,3.0,4.0,1068.13,68.87,2300.94,3.0,1.0,0,1
,2008,Harding Stream tributary,3.25,3.75,1074.43,69.56,2301.63,3.189,1.0,0,1
,2008,Dunbar Stream,3.36,3.64,1009.09,60.65,2297.23,3.358,1.0,0,0
,2008,Triangle Stream,3.0,4.0,965.26,54.33,2291.95,3.0,1.0,0,0
,2008,Olliver Stream,3.0,4.0,890.95,44.1,2284.55,3.0,1.0,0,0
,2008,Olliver Stream,3.35,3.65,1039.92,65.08,2300.06,3.255,1.0,0,0
,2008,Smite River,3.55,3.45,1139.52,80.16,2313.53,2.89,1.005,2,0
,2008,Nell Stream tributary,4.0,1.0,1187.87,87.0,2319.0,4.0,2.0,1,1
,2008,Nell Stream tributary,4.0,2.93,1170.52,84.93,2317.22,4.0,1.92,1,1
,2008,Lake Stream,2.83,2.13,1177.01,86.56,2316.25,2.724,0.988,1,2
,2008,South Branch Ashburton River,2.62,2.83,1043.29,64.71,2303.0,2.446,0.727,1,0
,2008,South Branch Ashburton River,3.04,3.19,1043.01,64.8,2302.34,3.027,1.116,1,0
,2008,South Branch Ashburton River tributary,3.91,3.07,1081.78,69.71,2305.88,3.459,1.035,0,1
,2008,South Branch Ashburton River,2.64,3.19,1044.63,64.17,2302.06,2.865,0.971,1,1
,2008,South Branch Ashburton River,2.66,3.53,1065.41,68.51,2303.76,2.856,0.953,1,0
,2008,Bush Stream,3.0,4.0,1160.91,85.32,2309.67,3.0,1.0,2,1
,2008,Bush Stream tributary,3.0,4.0,1104.04,73.18,2306.1,3.0,1.0,0,0
,2008,Pack Horse Stream,3.0,4.0,797.36,28.48,2278.84,3.0,1.0,0,0
,2008,Bush Stream,3.0,4.0,1069.6,68.68,2298.67,3.0,1.0,0,1
,2008,Bush Stream,3.0,4.0,941.4,49.17,2286.51,3.0,1.0,0,0
,2008,Bush Stream,3.0,4.0,1013.36,60.01,2293.22,3.0,1.0,0,1
,2008,Forest Creek tributary,2.93,3.9,1074.93,82.56,2281.0,3.002,1.0,1,0
,2008,Forest Creek,1.37,1.41,1160.75,92.7,2295.98,1.531,0.665,0,0
,2008,Forest Creek tributary,3.0,4.0,1023.97,76.95,2271.75,3.0,1.0,2,1
,2008,Bush Stream tributary tarn,3.0,4.0,996.49,58.35,2289.23,3.0,1.0,0,0
,2008,Forest Creek,3.0,4.0,961.83,69.85,2265.27,3.0,1.0,2,1
,2008,Cameron River,3.34,2.53,1124.06,76.91,2310.8,2.864,0.888,1,1
,2008,Polhill Stream,3.0,4.0,985.36,58.34,2293.68,3.0,1.0,0,0
,2008,Cameron River,3.17,2.77,1103.77,73.9,2308.46,2.823,0.889,1,1
,2008,Cameron River,1.33,1.0,1119.0,76.0,0.0,2.788,0.879,1,1
,2008,Strone Stream,3.0,4.0,1055.75,68.0,2302.0,3.0,1.0,0,0
,2008,Lochiel Stream,3.0,4.0,973.28,57.16,2289.78,3.0,1.0,0,0
,2008,Cameron River,0.0,0.0,1045.0,68.0,0.0,2.865,0.901,0,0
,2008,Lake Stream wetland,4.0,1.01,1188.0,86.91,2319.0,4.0,2.0,1,1
,2008,Lawsley Stream wetland,3.42,3.55,1067.95,70.22,2303.59,3.338,1.011,0,0
,2008,Lawsley Stream wetland,4.0,1.81,1183.62,86.42,2318.81,4.0,1.602,0,1
,2008,Rocky Gorge,2.97,3.29,1108.24,76.69,2307.26,2.983,1.152,0,0
,2008,Bush Creek,3.06,3.94,1116.09,79.91,2305.09,3.004,1.0,0,1
,2008,Lake Stream tributary,3.66,3.25,1110.84,80.92,2302.94,3.395,1.066,0,0
,2008,Lake Stream,1.76,1.32,1168.06,88.41,2311.08,2.958,0.944,1,1
,2008,Lake Stream,0.0,0.0,1173.0,89.0,0.0,0.0,0.0,1,1
,2008,Smite River,3.0,4.0,1095.0,74.12,0.0,2.842,1.0,0,0
,2008,Swin River North Branch,3.0,4.0,1043.88,71.02,2293.19,2.86,1.0,0,0
,2008,Stour River West Branch,3.99,3.01,1072.25,88.94,2269.5,3.502,0.947,2,1
,2008,Caroline Stream tributary,3.0,3.94,1128.26,74.38,2312.41,3.0,1.01,0,0
,2008,Havelock River tributary,3.31,3.69,1155.23,81.24,2313.13,3.327,1.327,1,0
,2008,Havelock River tributary,3.31,3.69,1155.23,81.24,2313.13,3.327,1.327,0,0
,2008,Camp Creek,3.6,3.4,1178.3,85.3,2316.0,3.18,1.18,0,0
,2008,Havelock River,3.0,4.0,829.59,51.72,2263.7,2.995,0.998,1,0
,2008,Havelock River tributary,2.95,3.94,890.43,52.47,2275.16,2.935,0.978,2,0
,2008,Caroline Stream tributary,2.99,3.41,1203.18,87.11,2323.13,3.011,0.973,0,0
,2008,Havelock River tributary,2.95,3.94,890.43,52.47,2275.16,2.935,0.978,1,0
,2008,The Growler,3.28,3.38,1175.33,82.69,2317.92,3.141,1.175,1,1
,2008,The Growler,3.28,3.38,1175.33,82.69,2317.92,3.141,1.175,2,1
,2008,The Growler,0.94,0.7,1215.15,87.84,2325.71,3.09,1.185,2,2
,2008,Cloudy Stream,3.0,4.0,1019.38,63.04,2295.36,2.934,0.979,2,0
,2008,Cloudy Stream,3.0,4.0,1052.23,66.57,2298.42,3.011,1.011,3,1
,2008,Rangitata River tributary,0.0,0.0,1241.48,91.73,2331.0,0.0,0.0,3,1
,2008,Cloudy Stream,3.66,3.34,1215.66,87.68,2327.15,2.964,1.005,1,0
,2008,The Growler,3.28,3.38,1175.33,82.69,2317.92,3.141,1.175,1,0
4.0,2008,Orewa River tributary,1.0,1.99,1127.8,146.47,2378.85,1.0,1.0,2,0
4.0,2008,Orewa River tributary,1.0,1.99,1127.8,146.47,2378.85,1.0,1.0,1,0
4.0,2008,Orewa River tributary,1.0,1.99,1127.8,146.47,2378.85,1.0,1.0,0,0
4.0,2008,Orewa River tributary,1.0,2.0,1132.26,146.99,2379.52,1.0,1.0,0,0
4.0,2008,Orewa River tributary,1.0,2.0,1132.26,146.99,2379.52,1.0,1.0,0,0
3.0,2008,Waitakaruru River tributary,1.0,3.44,1063.25,138.44,2364.22,1.0,1.0,2,0
3.0,2008,Waitakaruru River tributary,1.0,3.44,1063.25,138.44,2364.22,1.0,1.0,0,0
3.0,2008,Kaukapakapa River tributary,2.0,1.5,1104.62,144.97,2376.0,2.0,1.677,1,0
5.0,2009,Otara Creek tributary,1.0,2.0,1074.7,143.83,2372.94,1.0,1.0,2,0
5.0,2009,Otara Creek tributary,1.0,2.0,1074.7,143.83,2372.94,1.0,1.0,0,0
5.0,2009,Otara Creek tributary,1.27,1.23,1100.83,145.66,2375.77,1.187,1.187,0,0
5.0,2009,Otara Creek tributary,1.71,1.71,1106.39,146.15,2376.59,1.657,1.657,0,0
5.0,2009,Waokauri Creek tributary,2.15,2.45,1099.45,147.49,2378.62,1.866,1.315,1,0
5.0,2009,Unnamed stream,2.08,2.54,1160.06,148.13,2382.15,2.297,0.894,0,0
7.0,2008,Otara Creek tributary,1.56,1.44,1102.47,145.14,2375.3,1.433,1.433,2,0
12.0,2008,Harania Creek,2.03,2.05,1156.42,148.92,2382.17,2.05,1.975,1,1
3.0,2008,Maketu Stream tributary,0.98,2.22,1034.26,139.25,2359.8,0.986,0.986,3,0
8.0,2008,Maketu Stream tributary,0.98,2.22,1034.26,139.25,2359.8,0.986,0.986,1,0
12.0,2008,Waikato River tributary,1.33,0.99,1082.0,144.88,2358.0,1.288,1.288,0,1
5.0,2010,Rarawaru Stream,1.0,1.0,1125.58,145.08,2381.46,1.0,1.0,1,0
5.0,2010,Rarawaru Stream tributary,1.01,1.01,1117.86,144.05,2380.77,1.0,1.0,2,0
1.0,2009,Waiwawa River tributary,3.94,4.87,1128.06,136.44,2371.47,3.938,2.0,5,0
1.0,2009,Waiwawa River tributary,3.94,4.87,1128.06,136.44,2371.47,3.938,2.0,3,0
1.0,2009,Waiwawa River tributary,3.93,4.86,1148.43,139.41,2373.33,3.923,2.0,5,0
1.0,2009,Waiwawa River tributary,3.93,4.86,1148.43,139.41,2373.33,3.923,2.0,3,0
5.0,2010,Waiwawa River tributary,3.93,4.86,1148.43,139.41,2373.33,3.923,2.0,3,0
5.0,2010,Waiwawa River tributary,3.93,4.86,1148.43,139.41,2373.33,3.923,2.0,3,0
12.0,2009,Ounatae Stream tributary,2.0,1.0,958.87,133.26,2324.26,2.0,2.0,5,0
12.0,2009,Ounutae Stream tributary,2.0,1.0,958.87,133.26,2324.26,2.0,2.0,4,0
12.0,2009,Stony Bay Creek tributary,1.0,3.95,1193.44,147.09,2374.69,1.0,1.0,6,0
12.0,2009,Stony Bay Creek tributary,1.0,4.0,1170.3,144.2,2373.12,1.0,1.0,5,0
12.0,2009,Maunganui Stream,1.0,4.0,1041.05,137.66,2341.21,1.0,1.0,6,1
12.0,2009,Maunganui Stream,1.0,4.0,1024.93,135.36,2339.63,1.0,1.0,3,0
2.0,2010,Gordon Stream,2.81,3.13,1110.4,136.88,2365.08,2.166,1.925,4,1
12.0,2008,Waikato River tributary,1.33,0.99,1082.0,144.88,2358.0,1.288,1.288,1,0
11.0,2009,Edward Stream,3.51,3.49,1106.72,77.16,2294.36,3.379,1.119,4,0
11.0,2009,Edward Stream,3.51,3.49,1106.72,77.16,2294.36,3.379,1.119,2,0
11.0,2009,Edward Stream,3.5,3.5,1105.2,80.39,2290.1,3.407,1.122,4,0
11.0,2009,Edward Stream,3.5,3.5,1105.2,80.39,2290.1,3.407,1.122,3,1
11.0,2009,Edward Stream,3.2,3.8,1079.62,75.39,2287.31,3.401,1.122,2,0
11.0,2009,Edward Stream,3.11,3.89,1117.28,77.05,2298.14,3.009,1.009,4,0
11.0,2009,Ohau River tributary,3.84,2.88,1150.79,93.19,2295.03,3.852,1.215,3,1
11.0,2009,Fraser Stream,4.0,3.0,1136.31,91.0,2293.8,4.0,2.0,2,0
11.0,2009,Fraser Stream,4.0,3.0,1136.31,91.0,2293.8,4.0,2.0,2,0
11.0,2009,Fraser Stream,4.0,3.0,1136.31,91.0,2293.8,4.0,2.0,2,0
11.0,2009,Ahuriri River tributary,3.99,1.61,1171.13,95.0,2301.97,3.997,1.541,2,0
11.0,2009,Ahuriri River tributary,3.99,1.61,1171.13,95.0,2301.97,3.997,1.541,2,0
11.0,2009,Ahuriri River tributary,3.99,1.61,1171.13,95.0,2301.97,3.997,1.541,1,0
11.0,2009,Ahuriri River tributary,3.99,1.61,1171.13,95.0,2301.97,3.997,1.541,1,0
11.0,2009,Ahuriri River tributary,3.99,1.61,1171.13,95.0,2301.97,3.997,1.541,0,0
11.0,2009,Ahuriri River tributary,3.15,0.79,1174.86,94.39,2305.93,2.431,1.216,1,1
11.0,2009,Ahuriri River tributary,3.57,0.89,1173.33,94.38,2305.68,3.449,1.724,2,0
11.0,2009,Ahuriri River tributary,4.0,1.0,1171.81,93.98,2306.74,4.0,2.0,3,1
11.0,2009,Edward Stream,3.5,3.5,1105.2,80.39,2290.1,3.407,1.122,3,1
11.0,2009,Edward Stream,3.5,3.5,1105.2,80.39,2290.1,3.407,1.122,3,0
11.0,2009,Edward Stream,3.99,3.01,1098.37,82.13,2285.76,3.976,1.592,1,0
11.0,2009,Edward Stream,4.0,3.0,1104.35,80.76,2288.85,4.0,1.371,2,0
11.0,2009,Edward Stream,3.19,3.81,1035.52,72.82,2277.82,3.401,1.124,3,0
11.0,2009,Hakataramea River tributary,3.3,3.52,855.84,79.53,2200.81,3.305,1.146,0,0
10.0,2009,Deep Creek,3.0,4.0,781.97,71.21,2162.85,3.0,2.0,0,1
10.0,2009,Deep Creek tributary,3.0,4.0,781.97,71.21,2162.85,3.0,2.0,0,0
10.0,2009,Deep Creek,3.0,4.0,780.63,70.85,2163.57,3.0,2.0,0,0
10.0,2009,Deep Creek,3.0,4.0,780.63,70.85,2163.57,3.0,2.0,0,1
10.0,2009,Deep Creek,3.0,4.0,808.98,74.92,2165.26,3.0,2.0,0,1
10.0,2009,Deep Creek,3.0,4.0,780.63,70.85,2163.57,3.0,2.0,0,0
9.0,2009,Shepherd Stream tributary,3.0,3.99,798.06,78.88,2153.6,3.0,2.0,0,0
9.0,2009,Shepherd Stream tributary,3.0,4.0,812.2,80.93,2154.46,3.0,2.0,0,1
9.0,2009,Shepherd Stream tributary,3.0,3.76,815.42,81.67,2154.56,3.0,2.0,0,0
9.0,2009,Shepherd Stream tributary,3.0,4.0,797.25,79.1,2153.26,3.0,2.0,0,0
9.0,2009,Shepherd Stream tributary,3.0,4.0,797.25,79.1,2153.26,3.0,2.0,0,0
8.0,2009,Otamatapaio River tributary,3.26,3.21,1098.4,87.9,2278.05,3.234,1.234,1,2
9.0,2009,Otamatapaio River tributary,3.4,2.8,1095.7,87.76,2277.26,3.246,1.246,1,1
9.0,2009,Otamatapaio River tributary,4.0,1.11,1118.33,91.4,2281.3,4.0,2.0,1,0
9.0,2009,Otamatapaio River tributary,4.0,1.11,1118.33,91.4,2281.3,4.0,2.0,0,1
9.0,2009,Otamatapaio River tributary,4.0,1.11,1118.33,91.4,2281.3,4.0,2.0,0,0
9.0,2009,Traquair Burn,3.0,1.41,896.41,86.35,2164.44,3.0,2.0,0,1
9.0,2009,Traquair Burn,3.0,4.0,837.7,79.05,2160.07,3.0,2.0,1,0
9.0,2009,Traquair Burn,3.0,4.0,837.7,79.05,2160.07,3.0,2.0,0,0
9.0,2009,Lee Stream tributary,3.0,4.0,871.56,83.6,2163.7,3.0,2.0,2,0
8.0,2009,Tokomairiro River East Branch tributary,3.0,4.0,776.15,78.8,2148.73,3.0,2.0,1,1
8.0,2009,Tokomairiro River East Branch tributary,3.0,4.0,776.15,78.8,2148.73,3.0,2.0,0,1
8.0,2009,Tokomairiro River East Branch tributary,3.0,4.0,807.64,83.37,2149.58,3.0,2.0,0,1
8.0,2009,Tokomairiro River East Branch tributary,3.0,4.0,796.7,82.21,2149.05,3.0,2.0,0,0
