river,sdate,fdval
2011,Kahuterawa Stream,95.6446
2011,Turakina River,1046.5627
2011,Mangarangiora tributary,462.1511
2011,Unnamed Tributary of Waipu Str,2150.8024
2011,Makotuku at Raetihi,178.1133
2011,Hoteo,180.7738
2011,Rangitopuni,266.7248
2011,Clutha,54.7545
2011,Kawarau,24.0339
2011,Shotover,23.0793
2011,Hurunui,71.3708
2011,Waimakariri,53.4083
2011,Taieri,111.9215
2011,Sutton Stm,79.8557
2011,Mataura,421.2641
2011,Oreti,349.0746
2011,Waiau,134.342
2011,Monowai,14.0979
2011,Waipaoa,514.879
2011,Waikohu,526.1585
2011,Motu,176.9244
2011,Buller,50.2418
2011,Grey,83.6405
2011,Haast,15.8025
2011,Waipa,311.5503
2011,Waikato,141.926
2011,Waihou,487.9519
2011,Ohinemuri,216.8627
2011,Makaroro,29.1392
2011,Tukituki,285.2364
2011,Ngaruroro,41.6284
2011,Mohaka,90.4205
2011,Motueka,65.3145
2011,Wairau,28.1359
2011,Tarawera,157.777
2011,Rangitaiki,293.6464
2011,Whirinaki,90.3653
2011,Opihi,275.4532
2011,Opuha,97.3944
2011,Waitaki,25.1332
2011,Hakataramea,52.3862
2011,Whanganui,154.4601
2011,Tongariro,31.2397
2011,Waitara,610.0801
2011,Manganui,69.9697
2011,Waingongoro,717.1467
2011,Rangitikei,116.3268
2011,Waitangi,134.0834
2011,Mangakahia,98.2385
2011,Wairua,410.027
2011,Hutt,75.4248
2011,Ruamahanga,137.4114
2011,Saxton Creek,446.4478
2011,Orphanage Stream,171.4217
2011,Poorman Valley Stream,82.5432
2011,Jenkins Creek,268.8652
2011,York Stream,379.8524
2011,The Brook,88.0398
2011,Maitai River,34.337
2011,Sharland Creek,187.563
2011,Groom Creek,456.7152
2011,Todds Valley,98.7
2011,Wakapuaka River,41.942
2011,Lud River,151.125
2011,Teal River,44.9826
2011,Pritchards Stream,14.1087
2011,Whangamoa River,25.9652
2011,Graham Stream,16.1957
2011,Collins River,38.0682
2011,Dencker Creek,30.7136
2011,Hillwood Valley Creek,107.9455
2011,Waiharakeke River,150.8594
2011,Hatea River,375.2452
2011,Mangahahuru Stream,333.9755
2011,Awanui River,347.1721
2011,Waipapa River,251.5781
2011,Kerikeri River,775.1302
2011,Mangere Stream,733.0389
2011,Waiotu River,239.9167
2011,Whakapara River,327.4474
2011,Kaihu River,403.5298
2011,Opouteke River,103.3094
2011,Kaeo River,194.7518
2011,Waitangi River,331.7781
2011,Ruakaka River,573.8001
2011,Punakitere River,274.7808
2011,Victoria River,125.3692
2011,Waiarohia Stream,314.5606
2011,Waipao River,1356.0856
2011,Paparoa Stream,196.9049
2011,Utakura River,376.5705
2011,Mangamuka River,142.6833
2011,Oruru River,290.9279
2011,Hakaru River,378.0431
2011,Mangakahia River,144.1749
2011,Waimamaku River,178.8743
2011,Ngunguru River,294.5496
2011,Kauru River,57.5
2011,Kakanui River,187.0602
2011,Waiareka Creek,429.4737
2011,Waianakarua River,57.5526
2011,Trotter's Creek,210.5
2011,Shag River,86.5132
2011,Waikouaiti River,91.8605
2011,Lindsays Creek,504.5
2011,Water Of Leith,432.1136
2011,Kaikorai Stream,441.8182
2011,Taieri River,130.9363
2011,Kye Burn,77.9524
2011,Main Drain,807.4333
2011,Waipori River,82.3977
2011,Silverstream,178.375
2011,Tokomairiro West Branch,286.1
2011,Mill Creek,223.1944
2011,Fraser River,48.1944
2011,Pomahaka River,271.0167
2011,Cardrona River,37.2857
2011,Manuherikia River,122.8611
2011,Lindis River,38.4722
2011,Crookston Burn,921.0
2011,Heriot Burn,736.8
2011,Waipahi River,519.1
2011,Wairuna Stream,810.1667
2011,Manuherikia,82.5
2011,Waitahuna River,354.0
2011,Dunstan Creek,75.5
2011,Dart River,168.0556
2011,Matukituki River,38.2778
2011,Luggate Creek,81.4444
2011,Hawea River,20.8056
2011,Catlins River,357.9333
2011,Aorere,173.4187
2011,Black Vly,125.6677
2011,Graham,12.186
2011,Hunters,10.05
2011,Kaituna,23.2228
2011,Kikiwa,80.2188
2011,Lee,8.3117
2011,Little Sydney,219.8944
2011,Mangles,37.896
2011,Matakitaki,3.6662
2011,Motupiko,19.6438
2011,Motupipi,523.0395
2011,Murchison Ck,157.7564
2011,Onahau,75.2681
2011,Onekaka,25.2053
2011,Reservoir Ck,63.7185
2011,Riwaka,27.5685
2011,Roding,27.391
2011,Sherry,34.4965
2011,Takaka,61.7026
2011,Waimea,185.0252
2011,Wairoa,7.045
2011,Waiwhero,70.9131
2011,Wangapeka,55.9212
2011,Powell,657.2115
2011,Tasman,277.6736
2011,Seaton Vly,168.4414
2011,Winter,60.5609
2011,Mangaehu River,180.1982
2011,Maketawa Stream,266.7597
2011,Mangaoraka Stream,553.5569
2011,Patea River,267.7541
2011,Punehu Stream,248.9551
2011,Stony River,39.8532
2011,Waingongoro River,435.4147
2011,Waiwhakaiho River,237.2214
2011,Arnold River,52.7683
2011,Baker Creek,83.452
2011,Berry Creek,102.3489
2011,Blackwater Creek,800.7229
2011,Bradshaws Creek,519.1818
2011,Burkes Creek,213.6061
2011,Crooked River,36.9151
2011,Duck Creek,278.4
2011,Ellis Creek,150.6664
2011,Ford Creek,57.0389
2011,Harris Creek,139.3883
2011,La Fontaine Stream,131.6009
2011,Molloy Creek,184.6312
2011,Mawheraiti River,141.2946
2011,Murray Creek,196.3786
2011,Nelson Creek,76.4785
2011,Okutua Creek,38.7754
2011,Orowaiti River,133.9064
2011,Page Stream,2.455
2011,Poerua River,82.0386
2011,Sawyers Creek,669.87
2011,Seven Mile Creek,67.8786
2011,Unnamed Creek,234.26
2011,Vickers Creek,138.0804
2011,Hohonu River,28.4997
2011,Orangipuku River,120.1027
2012,Puarenga Stream,295.2154
2012,Aparima River,302.9807
2012,Waikaka Stream,474.7778
2012,Waiohine River,83.4872
2012,Deep Creek,235.4527
2012,Matakana River,218.6958
2012,Mahurangi River,262.5979
2012,Waiwera River,473.4546
2012,West Hoe,35.9229
2012,Okura Creek,364.8571
2012,Vaughans,273.031
2012,Oteha,377.0423
2012,Lucas,186.3694
2012,Opanuku,205.862
2012,Oakley,875.8857
2012,Otara Creek,1245.9648
2012,Pakuranga Creek,999.1259
2012,Otaki,1082.1528
2012,Omaru,582.9533
2012,Wairoa River,254.6189
2012,Wairoa Trib,187.7908
2012,Waitangi Stream,489.3345
2012,Puhinui Creek,500.9479
2012,Whangamaire,4415.038
2012,Ngakaroa,979.0913
2012,Papakura Stream,1489.7042
2012,Cascade Stream,42.2416
2012,Kumeu River,309.1556
2012,Riverhead,91.2521
2012,Kaukapakapa,348.1775
2012,Makerau,309.6127
2012,Raukokore River,136.436
2012,Nukuhou River,820.3041
2012,Waimana River,43.5098
2012,Whakatane River,37.5925
2012,Ngongotaha Stream,358.8954
2012,Rangitaiki River,235.2506
2012,Ohau Channel,121.9244
2012,Tarawera River,113.7866
2012,Lake Rotoiti Outlet to Kaituna,76.1977
2012,Pongakawa River,497.0052
2012,Kaituna River,189.2569
2012,Omanawa River,364.2552
2012,Waitahanui Stream,296.9693
2012,Haparapara,32.1143
2012,Waioeka River,59.0499
2012,Waimapu River,382.9583
2012,Waitao Stream,210.7609
2012,Kopurererua Stream,390.9662
2012,Te Mania Stream,170.9601
2012,Omarama Stream,80.125
2012,Willowburn,288.5417
2012,Sutherlands Creek,52.75
2012,Hakataramea River,27.2917
2012,Maerewhenua River,62.25
2012,Otiake River,25.75
2012,Penticotico Stream,528.4167
2012,Maryburn,28.625
2012,Otematata River,19.6667
2012,Wairepo Creek,31.625
2012,Cattle Creek,62.6667
2012,Deadman Stream,311.4167
2012,Ashburton River,284.1481
2012,Rangitata River,168.6111
2012,Smithfield Creek,1439.0
2012,Taumatakahu Stream,875.875
2012,Temuka River,594.3333
2012,Raukapuka Creek,752.125
2012,Waihi River,56.5
2012,Tengawai River,213.0417
2012,Saltwater Creek,377.625
2012,Boundary Drain,3698.3958
2012,Petries Drain,1809.7639
2012,Rhodes Stream,3557.6972
2012,Waihao River,92.9375
2012,Hae Hae Te Moana,61.8333
2012,Ohapi Creek,667.8333
2012,Buchanans Creek,314.7083
2012,Sir Charles Creek,1014.2083
2012,Hook River,544.225
2012,Coopers Creek,511.875
2012,Taitarakihi Creek,407.5
2012,Mckinnons Stream,2421.6667
2012,Forks Stream,25.2083
2012,Irishman Creek,21.4583
2012,Orari River,498.2083
2012,Leader River,84.5833
2012,Waipara River,104.1667
2012,Ashley River,53.3958
2012,Taranaki Creek,515.3417
2012,Waikuku Stream,222.625
2012,Cam River,415.8333
2012,Southbrook Stream,612.2917
2012,Cust River,1546.4167
2012,Ohoka River,1591.9583
2012,South Branch,261.9583
2012,Aylmers Valley Stream,177.1667
2012,Kaituna Stream,174.8333
2012,LII Stream,1265.7467
2012,Selwyn River,784.8333
2012,Waireka River,376.5
2012,Boggy Creek,1944.9848
2012,Doyleston Drain,1344.7917
2012,Harts Creek,2002.0533
2012,Rakaia River,105.75
2012,French Farm Stream,128.25
2012,Styx River,375.1944
2012,Halswell River,1161.4861
2012,Okuti River,145.7083
2012,Okana River,134.1111
2012,Conway River,113.4468
2012,Kowhai River,35.125
2012,Lyell Creek,322.5417
2012,Okarahia Stream,115.6583
2012,Warren Creek,135.375
2012,Lee River,873.1667
2012,Middle Creek,591.5417
2012,Waikewai Creek,1487.1111
2012,Te Wharau Stream,220.6667
2012,Hawkins River,835.5
2012,Living Springs Stream,408.875
2012,Waiau River,82.7632
2012,Mason River,44.2917
2012,Zephyr Stream,113.6667
2012,North Brook UpStream,223.5185
2012,Wainui Stream,162.0
2012,Takamatua Stream,229.2083
2012,Kahutara River,58.875
2012,Blue Duck Creek,170.4375
2012,Hapuka River,47.7917
2012,Barrys Bay Stream,215.0
2012,Pawsons Stream,300.75
2012,Purau Stream,153.7083
2012,Teddington Stream,326.8333
2012,Mararoa River,72.0638
2012,Pourakino River,170.2092
2012,Otautau Stream,834.9454
2012,Oreti River,168.4781
2012,Cromel Stream,22.2517
2012,Irthing Stream,467.5418
2012,Winton Stream,571.9649
2012,Makarewa River,496.1122
2012,Dunsdale Stream,70.3707
2012,Waikiwi Stream,1141.446
2012,Waihopai River,946.8683
2012,Otepuni Creek,809.9415
2012,Mataura River,363.2455
2012,Waikaia River,108.4926
2012,Mokoreta River,478.4379
2012,Mimihau Stream Tributary,70.6153
2012,Otamita Stream,357.1414
2012,Waimea Stream,945.221
2012,Waituna Creek,614.563
2012,Waikopikopiko Stream,91.6956
2012,Waikawa River,469.1793
2012,Waimatuku Stream,1008.5143
2012,Oteramika Stream,799.5691
2012,Upukeroa River,50.2044
2012,Mimihau Stream,312.3463
2012,Otapiri Stream,311.617
2012,Bog Burn,725.5739
2012,Tussock Creek,872.8893
2012,Opouriki Stream,984.8574
2012,Mokotua Stream,126.4705
2012,Currens Creek,393.7665
2012,Currens Creek Tributary,133.9757
2012,Moffat Creek,403.2684
2012,Orauea River,416.1365
2012,Whitestone River,151.6915
2012,Tokanui River,550.7442
2012,Longridge Stream,2164.5978
2012,North Peak Stream,389.5972
2012,Sandstone Stream,1172.2191
2012,Waimea Stream tributary,246.932
2012,Awakino River,185.6658
2012,Awaroa Stm (Rotowaro),299.693
2012,Awaroa River (Waiuku),622.8757
2012,Hikutaia River,57.5913
2012,Hinemaiaia River,46.4164
2012,Kaniwhaniwha Stm,202.8237
2012,Karapiro Stm,330.428
2012,Kauaeranga River,51.9356
2012,Kawaunui Stm,1084.5662
2012,Kirikiriroa Stm,505.4513
2012,Komakorau Stm,1013.9267
2012,Kuratau River,170.9879
2012,Little Waipa Stm,630.7422
2012,Mangaharakeke Stm (Atiamuri),250.2309
2012,Mangakara Stm (Reporoa),508.5973
2012,Mangakino Stm (Whakamaru),262.5717
2012,Mangakotukutuku Stm (Rukuhia),684.5583
2012,Mangamingi Stm (Tokoroa),1121.4632
2012,Manganui River,146.7375
2012,Mangaohoi Stm,139.6597
2012,Mangaokewa Stm,326.8642
2012,Mangaone Stm,958.4828
2012,Mangaonua Stm,452.3486
2012,Mangaotaki River,286.7214
2012,Mangapiko Stm (Pirongia/Te Awamutu),683.57
2012,Mangapu River,616.3209
2012,Mangatangi River,191.0099
2012,Mangatutu Stm (Waikeria),203.4309
2012,Mangauika Stm,86.2172
2012,Mangawara Stm,647.4953
2012,Mangawhero Stm (Cambridge),994.4963
2012,Mangawhero Stm (Kaihere),182.3641
2012,Mapara Stm (Lake Taupo),447.5867
2012,Marokopa River,126.1928
2012,Matahuru Stm,424.9912
2012,Mokau River,414.294
2012,Mokauiti Stm,463.1113
2012,Ohaeroa Stm,580.2874
2012,Ohautira Stm,197.0574
2012,Ohinemuri River,331.0224
2012,Ohote Stm,359.5192
2012,Oparau River,68.2431
2012,Opuatia Stm,495.1654
2012,Oraka Stm,858.2693
2012,Otamakokore Stm,382.2291
2012,Piako River,577.9729
2012,Piakonui Stm,129.7758
2012,Pokaiwhenua Stm,694.0538
2012,Pueto Stm,204.6971
2012,Puniu River,368.163
2012,Tahunaatara Stm,277.2018
2012,Tairua River,34.8585
2012,Tapu River,22.4357
2012,Tawarau River,134.5049
2012,Tokaanu Stm,230.4333
2012,Torepatutahi Stm,272.85
2012,Waerenga Stm,490.502
2012,Waihaha River,59.6132
2012,Waihou River,371.2901
2012,Waikato River,124.9237
2012,Waingaro River (Pukemiro),220.5858
2012,Waiohotu Stm,100.6406
2012,Waiomou Stm,257.7654
2012,Waiotapu Stm,656.2839
2012,Waipa River,297.9558
2012,Waipapa Stm (Mokai),435.8546
2012,Waitahanui River,171.8989
2012,Waitakaruru River (Hauraki Plains),254.9668
2012,Waitawhiriwhiri Stm,665.197
2012,Waitekauri River,88.2007
2012,Waitetuna River,246.8736
2012,Waitoa River,717.2133
2012,Waitomo Stm,282.4692
2012,Waiwawa River,26.1643
2012,Whakapipi Stm,1290.0801
2012,Whakauru Stm,199.7024
2012,Whangamarino River,412.7374
2012,Whangamata Stm (Kinloch),726.0
2012,Whanganui Stm,155.1562
2012,Whangape Stm,365.5328
2012,Wharekawa River,61.9415
2012,Whareroa Stm (Taupo District),337.9688
2012,Whirinaki Stm,362.45
2012,Tokaanu Power Station Tailrace Canal,44.6167
2012,Mangapouri Stream,649.823
2012,Waitohu Stream,140.8567
2012,Otaki River,29.2195
2012,Mangaone Stream,651.1286
2012,Ngarara Stream,173.3633
2012,Waikanae River,69.9739
2012,Whareroa Stream,250.3597
2012,Horokiri Stream,240.0712
2012,Pauatahanui Stream,159.0754
2012,Porirua Stream,414.3876
2012,Makara Stream,244.3846
2012,Karori Stream,795.5355
2012,Kaiwharawhara Stream,498.271
2012,Hutt River,74.4665
2012,Pakuratahi River,72.25
2012,Mangaroa River,163.9664
2012,Akatarawa River,57.1139
2012,Whakatikei River,59.1279
2012,Wainuiomata River,76.9607
2012,Orongorongo River,48.0269
2012,Ruamahanga River,134.5159
2012,Mataikona Trib.,105.336
2012,Taueru River,396.1423
2012,Kopuaranga River,333.455
2012,Whangaehu River,221.883
2012,Waipoua River,149.5717
2012,Waingawa River,43.7239
2012,Whareama River,376.9718
2012,Motuwaireka Stream,40.8142
2012,Totara Stream,133.9125
2012,Parkvale Trib.,1333.2338
2012,Parkvale Stream,581.1721
2012,Beef Creek,30.3226
2012,Mangatarere Stream,434.8289
2012,Huangarua River,225.7938
2012,Tauanui River,22.0926
2012,Awhea River,190.5459
2012,Coles Creek Trib.,33.9311
2012,Tauherenikau River,34.2499
2012,Waiorongomai River,25.6152
2012,Esk River,135.2966
2012,Clive river,441.3243
2012,Maraetotara River,478.9191
2012,Tutaekuri River,59.4333
2012,Porangahau River,158.5881
2012,Tukituki River,191.9868
2012,Makaretu Stream,91.2117
2012,Tukipo River,318.0179
2012,Poukawa Stream,326.7033
2012,Mangaorapa Stream,108.4703
2012,Awanui stream,756.7093
2012,Karewarewa stream,1074.3662
2012,Mangaone river,136.702
2012,Mangatarata stream,325.8448
2012,Waipawa river,61.0716
2012,Mangaonuku stream,556.0727
2012,Ngaruroro River,139.4736
2012,Sandy creek,219.146
2012,Aropaoanui river,65.2992
2012,Mokomokonui river,27.8495
2012,Waiarua stream,206.9207
2012,Kopuawhara stream,102.1825
2012,Aniwaniwa stream,23.4257
2012,Ruakituri river,773.3719
2012,Hangaroa river,99.9986
2012,Taurekaitai Stream,186.9122
2012,Waingongoro stream,920.6504
2012,Puhokio stream,494.4657
2012,Porangahau stream,515.5043
2012,Tutaekuri-Waimate stream,174.424
2012,Waikari River,75.5698
2012,Ripia river,98.4875
2012,Mangakuri Stream,106.7401
2012,Taharua River,1052.3339
2012,Waitio stream,193.8657
2012,Mohaka River,116.1202
2012,Taipo,633.3635
2012,Here Here,336.483
2012,Taharua Stream,437.2396
2012,Mangawhero River,102.833
2012,Mangaehuehu Stream,46.6843
2012,Makotuku River,120.7463
2012,Arawhata Drain,4200.1667
2012,Hautapu River,173.4769
2012,Mangatainoka River,146.402
2012,Mangatera Stream,529.9129
2012,Mowhanau Stream,344.9351
2012,Manawatu River,283.2221
2012,Oroua River,121.1215
2012,Pongaroa River,161.8737
2012,Porewa Stream,434.4928
2012,Rangitikei River,94.6828
2012,Rangitawa Stream,459.564
2012,Tokiahuru Stream,54.6198
2012,Whanganui River,190.6905
2012,Ohau River,83.2119
2012,Tokomaru River,37.6901
2012,Tamaki River,96.9203
2012,Mangahao River,79.4441
2012,Pohangina River,66.0092
2012,Oroua Tributary,359.2165
2012,Makuri River,279.867
2012,Oruakeretaki Stream,213.7115
2012,Kumeti Stream,208.7784
2012,Piakatutu,1854.5075
2012,Owahanga River,244.8067
2012,Tiraumea River,286.4545
2012,Ohura River,459.21
2012,Makakahi River,132.2793
2012,Mangapapa Stream,219.1198
2012,Raparapawai Stream,285.3119
2012,Mangatoro River,299.4168
2012,Waikawa Stream,186.6384
2012,Mangaore Stream,216.0028
2012,Manakau Stream,186.8473
2012,Mangaatua Stream,278.8122
2012,Ongarue River,233.9144
2012,Tutaenui Stream,874.4928
2012,Kahuterawa Stream,72.8209
2012,Turakina River,251.0976
2012,Mangarangiora tributary,588.6802
2012,Unnamed Tributary of Waipu Str,750.05
2012,Makotuku at Raetihi,166.3517
2012,Hoteo,190.1033
2012,Rangitopuni,259.8207
2012,Clutha,40.0121
2012,Kawarau,22.6809
2012,Shotover,14.4375
2012,Hurunui,92.406
2012,Waimakariri,74.4019
2012,Taieri,89.4615
2012,Sutton Stm,351.0113
2012,Mataura,285.0453
2012,Oreti,322.279
2012,Waiau,127.0053
2012,Monowai,14.9926
2012,Waipaoa,297.4845
2012,Waikohu,200.3689
2012,Motu,152.1176
2012,Buller,51.5486
2012,Grey,60.7055
2012,Haast,14.6204
2012,Waipa,422.0044
2012,Waikato,161.2503
2012,Waihou,482.4446
2012,Ohinemuri,273.7589
2012,Makaroro,34.5775
2012,Tukituki,247.7586
2012,Ngaruroro,63.638
2012,Mohaka,118.4702
2012,Motueka,58.7291
2012,Wairau,31.3033
2012,Tarawera,107.63
2012,Rangitaiki,256.622
2012,Whirinaki,59.6982
2012,Opihi,310.2128
2012,Opuha,111.4457
2012,Waitaki,24.2901
2012,Hakataramea,53.5559
2012,Whanganui,195.5692
2012,Tongariro,32.4046
2012,Waitara,479.0992
2012,Manganui,89.5021
2012,Waingongoro,725.5816
2012,Rangitikei,112.6077
2012,Manawatu,280.0492
2012,Waipapa,52.328
2012,Waitangi,165.8771
2012,Mangakahia,128.9697
2012,Wairua,227.1816
2012,Hutt,66.7317
2012,Ruamahanga,159.7029
2012,Saxton Creek,443.8925
2012,Orphanage Stream,102.94
2012,Poorman Valley Stream,78.3118
2012,Jenkins Creek,182.185
2012,York Stream,211.91
2012,The Brook,61.6161
2012,Maitai River,45.976
2012,Sharland Creek,171.57
2012,Groom Creek,240.825
2012,Todds Valley,144.225
2012,Wakapuaka River,48.6317
2012,Lud River,170.8638
2012,Teal River,52.78
2012,Pritchards Stream,13.97
2012,Whangamoa River,31.1205
2012,Graham Stream,18.0
2012,Collins River,43.09
2012,Dencker Creek,43.16
2012,Hillwood Valley Creek,262.0421
2012,Waiharakeke River,173.0152
2012,Hatea River,297.9187
2012,Mangahahuru Stream,192.8767
2012,Awanui River,171.2128
2012,Waipapa River,165.2469
2012,Kerikeri River,274.9741
2012,Mangere Stream,593.3754
2012,Waiotu River,291.5482
2012,Whakapara River,177.478
2012,Kaihu River,184.665
2012,Opouteke River,126.996
2012,Kaeo River,317.2111
2012,Waitangi River,230.0948
2012,Ruakaka River,444.4212
2012,Punakitere River,265.0079
2012,Victoria River,70.4194
2012,Waiarohia Stream,290.0448
2012,Waipao River,954.4728
2012,Paparoa Stream,278.5955
2012,Mangamuka River,100.8657
2012,Oruru River,185.8028
2012,Utakura River,148.6925
2012,Hakaru River,181.6224
2012,Mangakahia River,140.7835
2012,Waimamaku River,277.6195
2012,Ngunguru River,129.052
2012,Kauru River,39.619
2012,Kakanui River,96.1042
2012,Waiareka Creek,499.0185
2012,Waianakarua River,120.4815
2012,Trotter's Creek,307.0238
2012,Shag River,161.3958
2012,Waikouaiti River,67.2174
2012,Lindsays Creek,391.4444
2012,Water Of Leith,456.5
2012,Kaikorai Stream,286.0
2012,Taieri River,163.5397
2012,Kye Burn,55.0278
2012,Main Drain,511.8846
2012,Waipori River,59.2222
2012,Silverstream,137.8333
2012,Tokomairiro West Branch,374.0
2012,Mill Creek,185.3611
2012,Fraser River,28.25
2012,Pomahaka River,400.7333
2012,Cardrona River,37.5
2012,Manuherikia River,152.8889
2012,Lindis River,41.6905
2012,Crookston Burn,1143.2286
2012,Heriot Burn,992.6296
2012,Waipahi River,731.5889
2012,Wairuna Stream,5567.8704
2012,Manuherikia,116.6204
2012,Waitahuna River,413.7037
2012,Dunstan Creek,40.5
2012,Dart River,24.1571
2012,Matukituki River,32.7059
2012,Luggate Creek,25.0556
2012,Hawea River,18.1667
2012,Catlins River,262.6875
2012,Aorere,42.4617
2012,Black Vly,108.7112
2012,Graham,5.6233
2012,Hunters,8.3333
2012,Kaituna,41.5124
2012,Kikiwa,1160.7072
2012,Lee,11.0305
2012,Little Sydney,116.1148
2012,Mangles,49.7578
2012,Matakitaki,5.6
2012,Motupiko,29.9679
2012,Motupipi,446.9403
2012,Murchison Ck,287.0815
2012,Onahau,90.8937
2012,Onekaka,73.9816
2012,Reservoir Ck,136.6319
2012,Riwaka,13.6798
2012,Roding,14.1379
2012,Sherry,53.819
2012,Takaka,46.8778
2012,Waimea,101.8783
2012,Wairoa,7.2819
2012,Waiwhero,108.0396
2012,Wangapeka,35.0507
2012,Powell,631.4172
2012,Tasman,217.6815
2012,Seaton Vly,37.179
2012,Winter,89.0
2012,Mangaehu River,141.0654
2012,Maketawa Stream,154.8144
2012,Mangaoraka Stream,550.6841
2012,Patea River,175.2538
2012,Punehu Stream,216.8178
2012,Stony River,102.0762
2012,Waingongoro River,418.9049
2012,Waiwhakaiho River,123.2429
2012,Arnold River,50.2904
2012,Baker Creek,120.1943
2012,Berry Creek,112.8732
2012,Blackwater Creek,680.992
2012,Bradshaws Creek,252.6082
2012,Burkes Creek,159.0833
2012,Crooked River,39.3087
2012,Duck Creek,276.4781
2012,Harris Creek,183.3433
2012,Ellis Creek,127.6875
2012,Ford Creek,35.4547
2012,La Fontaine Stream,113.4604
2012,Molloy Creek,169.1333
2012,Murray Creek,206.294
2012,Mawheraiti River,218.2843
2012,Nelson Creek,46.8758
2012,Orowaiti River,52.8032
2012,Okutua Creek,32.9404
2012,Page Stream,51.441
2012,Poerua River,66.3229
2012,Sawyers Creek,183.3018
2012,Seven Mile Creek,79.8135
2012,Unnamed Creek,264.1518
2012,Vickers Creek,133.7036
2012,Hohonu River,21.3443
2012,Orangipuku River,125.9089
2013,Aparima River,223.8464
2013,Cromel Stream,26.931
2013,Here Here,328.0992
2013,Rangitaiki,216.1635
2013,Wangapeka,42.1273
2013,Deep Creek,336.8162
2013,Matakana River,107.4514
2013,Mahurangi River,148.725
2013,Waiwera River,363.2689
2013,West Hoe,51.2056
2013,Okura Creek,606.6222
2013,Vaughans,334.9528
2013,Oteha,347.1944
2013,Lucas,311.5986
2013,Opanuku,226.275
2013,Oakley,1234.2972
2013,Otara Creek,619.3174
2013,Pakuranga Creek,920.5069
2013,Otaki,1485.9167
2013,Omaru,443.6556
2013,Wairoa River,174.7444
2013,Wairoa Trib,104.4764
2013,Waitangi Stream,446.7494
2013,Puhinui Creek,465.7917
2013,Whangamaire,4861.2444
2013,Ngakaroa,1359.6375
2013,Papakura Stream,2142.6667
2013,Cascade Stream,55.7589
2013,Kumeu River,375.7083
2013,Riverhead,70.3778
2013,Kaukapakapa,268.7653
2013,Makerau,158.375
2013,Nukuhou River,210.7329
2013,Whakatane River,120.6042
2013,Ngongotaha Stream,261.3663
2013,Ohau Channel,67.7161
2013,Tarawera River,101.0762
2013,Lake Rotoiti Outlet to Kaituna,62.3542
2013,Pongakawa River,511.1273
2013,Kaituna River,194.7348
2013,Ngamuwahine Stream,123.6013
2013,Omanawa River,420.7331
2013,Puarenga Stream,279.9529
2013,Waitahanui Stream,308.3822
2013,Waioeka River,40.4649
2013,Waimapu River,411.5493
2013,Waimapu,343.3509
2013,Uretara Stream,163.521
2013,Tuapiro Stream,92.111
2013,Waitao Stream,216.0095
2013,Kopurererua Stream,412.2165
2013,Waipapa,133.8486
2013,Te Mania Stream,192.3206
2013,Aongatete River,177.1246
2013,Waiau Stream,145.6928
2013,Omarama Stream,127.6912
2013,Willowburn,407.4459
2013,Maerewhenua River,95.1884
2013,Sutherlands Creek,155.6516
2013,Hakataramea River,66.7119
2013,Otiake River,15.8061
2013,Penticotico Stream,719.6621
2013,Maryburn,50.7332
2013,Otematata River,13.6982
2013,Wairepo Creek,54.5544
2013,Cattle Creek,110.7841
2013,Deadman Stream,563.6766
2013,Ashburton River,260.4291
2013,Rangitata River,122.9908
2013,Smithfield Creek,1496.124
2013,Taumatakahu Stream,580.1919
2013,Temuka River,643.7951
2013,Raukapuka Creek,897.562
2013,Waihi River,74.3826
2013,Tengawai River,200.446
2013,Saltwater Creek,278.5847
2013,Boundary Drain,3705.0356
2013,Petries Drain,1926.5708
2013,Rhodes Stream,3806.211
2013,Waihao River,175.1462
2013,Hae Hae Te Moana,57.3562
2013,Ohapi Creek,516.2199
2013,Buchanans Creek,438.795
2013,Sir Charles Creek,1211.318
2013,Hook River,861.3229
2013,Coopers Creek,514.7904
2013,Taitarakihi Creek,440.5623
2013,Mckinnons Stream,1936.4333
2013,Forks Stream,32.6385
2013,Irishman Creek,19.8648
2013,Orari River,411.4164
2013,Leader River,137.612
2013,Waipara River,133.4209
2013,Ashley River,91.5519
2013,Taranaki Creek,543.7499
2013,Waikuku Stream,302.5644
2013,Cam River,476.3597
2013,Southbrook Stream,729.5556
2013,Cust River,1461.418
2013,Ohoka River,1474.4274
2013,South Branch,198.3409
2013,Aylmers Valley Stream,290.0728
2013,Kaituna Stream,257.1697
2013,LII Stream,1139.929
2013,Selwyn River,843.3799
2013,Waireka River,421.5832
2013,Boggy Creek,1904.496
2013,Doyleston Drain,1200.5897
2013,Harts Creek,2216.0532
2013,Rakaia River,32.8574
2013,French Farm Stream,221.2909
2013,Styx River,710.1857
2013,Halswell River,1104.2745
2013,Okuti River,152.6955
2013,Okana River,208.2854
2013,Conway River,132.3372
2013,Kowhai River,107.5768
2013,Lyell Creek,476.8628
2013,Okarahia Stream,110.3297
2013,Warren Creek,353.2854
2013,Lee River,1062.8303
2013,Waikewai Creek,1530.9059
2013,Middle Creek,769.8748
2013,Te Wharau Stream,228.5049
2013,Hawkins River,924.18
2013,Living Springs Stream,369.0704
2013,Waiau River,109.0485
2013,Mason River,93.0074
2013,Zephyr Stream,164.7834
2013,North Brook UpStream,308.7544
2013,Wainui Stream,182.1599
