y,locality,seg_phos,seg_psize,seg_pet,seg_mat,seg_decs,US_RockPhos,USCalcium,native.bio,exotic.bio,fdval
2012,Ngaawapurua Stream,1,4,971.72,87.24,2356.92,1.047,1.045,0,1,116.1148
2012,Rocks Ahead Stream,1.335,2.985,1098.92,95.1,2382.25,1.109,1.001,0,1,49.7578
2012,Ngaruroro River,1.93,2.07,912.62,85.2,2342.32,1.747,1.212,0,1,5.6
2012,Omarukorere Stream,1,4,1046.56,90.91,2370.29,1.035,1,1,1,29.9679
2012,Panoko Stream,2,1.85,913.46,84.97,2342.97,1.926,1.071,0,1,446.9403
2012,Canoe Creek,3.66,2.74,806.62,117.46,2234.31,3.642,1,1,0,287.0815
2012,Donnelly Creek,3.6,2.36,757.1,113.53,2198.18,3.571,0.928,1,0,90.8937
2012,Fox River,3.15,3.14,795.19,113.58,2251.96,3.163,2.249,1,0,73.9816
2012,Greenstone Creek,3.09,3.86,440.19,80.16,2140.89,3.086,1.885,1,0,136.6319
2012,Hokitika River,1.7,2.55,790.4,115,2210,1.203,0.602,1,0,13.6798
2012,Holmes Creek,3,1,1183.68,121.94,2251.75,4.276,2,1,0,14.1379
2012,Kapitea Creek,2.99,2.94,825.83,115.49,2219.16,2.969,1.049,1,0,53.819
2012,Waiwhero Creek,3,2.72,789.47,117.35,2232.68,2.847,1,1,0,46.8778
2012,Mahitahi River,3.55,1.89,754.16,114,2171.87,3.69,1.167,1,0,101.8783
2012,Maimai Creek,3.05,2.29,732.43,113,2167,3.238,0.81,1,0,7.2819
2012,Mokihinui River,2.28,3.5333,868.7767,119.5533,2282.5033,2.3963,0.9687,1,0,108.0396
2012,Poerua River,1.33,0.74,728.94,111.23,2185.73,1.326,0.335,1,0,35.0507
2012,Punakaiki River,3.52,2.53,791.38,116.91,2236.63,3.272,1,1,0,631.4172
2012,Purau Stream,3.23,1.92,1177.07,120.04,2253.86,3.296,1.704,1,0,217.6815
2012,Red Jacks Creek,3.22,3,806.42,115.26,2231.53,3.221,1,1,0,37.179
2012,Saltwater Creek,3.09,2.31,849.28,118.3,2223.25,3.262,1.512,1,0,89
2012,Te Kawa Stream,3.03,1.07,1130.29,119.57,2240.38,3.065,2,1,0,141.0654
2012,Ten Mile Creek,3,2,754.46,108.51,2224.6,3,1,1,0,154.8144
2012,Totara River,3,3.18,787.77,118.87,2246.71,3,1,1,0,550.6841
2012,Waianakarua River,3.46,1.93,991.17,105.49,2174,3.659,2,1,0,175.2538
2012,Waiau River,2.53,1.6867,879.56,98.3333,2174.1533,2.7143,2.3407,1,0,216.8178
2012,Waihi River,2.98,0.97,953.28,108,2201,3.726,1.935,1,0,102.0762
2012,Waiho River,1.73,1.18,791.53,113.31,2193.94,1.034,0.328,1,0,418.9049
2012,Waita River,3.07,2,778.07,112.94,2176,3.129,1.871,1,0,123.2429
2012,Welcome Creek,2.21,4.4,619.55,90.85,2258.17,2.213,1,1,0,50.2904
2012,Whakapohai River,3,2.52,712.98,109.81,2164.69,3,1,1,0,120.1943
2012,Pierces Gorge,3.28,3.72,1000.67,74.59,2260.67,3.043,1,0,1,112.8732
2012,Roaring Meg tributary,3,4,718.48,36.05,2249.85,3,2,0,0,680.992
2012,No 2 Spec Gully,3.84,1.32,1014.77,83.41,2236.96,3.495,2,1,0,252.6082
2013,Wai-iti River,3,2,1243.6,125.32,2399,3,2,6,1,159.0833
2013,Fraser Gully Creek,1,3,930.4,92.77,2339.14,1,1,3,0,39.3087
2013,Station Creek,1.87,3.39,970.52,98.33,2343.27,1.322,1.107,3,1,276.4781
2013,Harley Creek,3.68,3.03,986.18,100.93,2344.36,3.647,2,3,1,183.3433
2013,Teetotal Creek,1.62,3,915.77,91.7,2333.33,1.31,1.007,2,1,127.6875
2013,Speargrass Creek,3.96,2.97,944.04,95.42,2335.33,3.985,1.313,2,1,35.4547
2013,Deep Stream,1.51,2.96,1334.56,132.74,2369.84,1.262,1.263,7,2,113.4604
2013,Kaiwaka Stream,1.2,4.2,1349.7,134.63,2370.9,1.584,1.584,6,1,169.1333
2013,Mangaone River,1.45,3.21,1338.45,131.38,2377.75,1.746,1.746,6,0,206.294
2013,Patoka Stream,1.55,2.795,1327.88,129.405,2376.625,1.7575,1.7575,5,1,218.2843
2013,Mangarangiora Stream,1.395,3.425,1309.915,126.535,2375.52,1.672,1.672,4,1,46.8758
2013,Mangatarata Stream,2,5,1332.19,131.17,2373.75,1.672,2.345,4,0,52.8032
2013,Waiiti Stream,1.63,3.09,1354.14,133.18,2376.42,1.66,1.914,5,1,32.9404
2013,Otakarara Stream,1.17,4.3,1322.38,122.78,2380,1.764,1.764,0,0,51.441
2013,Omahaki Stream,1.7067,1.8867,1275.9167,117.1633,2377.3267,1.607,1.6103,0.6667,1,66.3229
2013,Otamauri Stream,1.86,4.86,1309.41,126.38,2374.18,1.825,2.263,5,1,183.3018
2013,Mangatahi Stream,1.49,3.0367,1292.92,128.6733,2366.89,1.4797,1.4797,3.3333,0,79.8135
2013,Waitio Stream,2,3.54,1303.355,133.585,1184.925,1.2405,1.516,5,1,264.1518
2013,Kikowhero Stream,1.91,1.3567,1305.7967,128.82,2369.7533,1.8337,1.8337,3.3333,0,133.7036
2013,Tutaekuri River,1.49,2.54,1301.18,119.59,2384.89,1.114,1.114,2,1,21.3443
2013,Tukituki River,1.58,0.79,1160.82,137,2337.55,1.339,1.339,0,0,125.9089
2013,Clive River,1.4,0.7,1193.4,137.02,2349.39,1.394,1.505,0,0,223.8464
2013,Maggie Creek,2.35,3,939.1,95.39,2334.89,2.348,1.826,3,1,26.931
2013,Maud Creek,2,3,932,95.14,2332.58,2,2,1,1,328.0992
2013,Howard River,2.55,3,956.22,97.84,2338.21,2.5,1.75,2,1,216.1635
2013,Unnamed Tributary of Buller River,3.6,3,958.8,97.81,2338.27,3.561,1.547,0,1,42.1273
2013,Jordan River,2.36,5,1146.98,118.92,2407.03,2.383,1.461,6,0,336.8162
2013,Foley Creek,1.2,3.8,1152.76,121.22,2406.08,1.479,2,5,1,107.4514
2013,Unnamed Tributary,3.96,4.87,1082.81,111.57,2394.72,3.942,2,3,0,148.725
2013,Kowai River North Branch,3.09,2.04,1249.19,117.8,2326.645,3.2285,1.89,2,0,363.2689
2013,Clarence River tributary,3.94,3.06,1119.97,80.87,2362.8,3.255,1.256,1,0,51.2056
2013,Clarence River,3.54,3.46,1005.48,64.61,2349.68,2.964,0.985,0,1,606.6222
2013,Lake Tennyson,3.99,2.99,997.33,65.3,2346.34,3.74,0.935,1,0,334.9528
2013,Selwyn River North Branch,3.135,2.765,1133.63,95.82,2287.1,3.124,1.4405,2,1,347.1944
2013,Mounseys Stream,4,3,1176.89,105,2302,3.476,2,2,0,311.5986
2013,Tapuae Stream tributary,5,1,1105.21,135.98,2352.94,5,2,3,0,226.275
2013,Timaru Stream tributary,5,1,923.33,115.79,2335.2,5,2,4,1,1234.2972
2013,Mimimoto Lagoon tributary,4,3,1250.5,120,2325,3.538,2.157,0,0,619.3174
2013,Eyre Main Drain tributary,4,3,1151.48,115,2297.72,4,2,1,0,920.5069
2013,Rauroa Stream,1.14,3.59,838.82,117.08,2313.46,1.144,1.144,1.5,0,1485.9167
2013,Atua Stream,1.545,3.51,1161.18,120.205,2409.65,1.731,1.253,5.5,0.5,443.6556
2013,Unnamed stream Tuapata Stream,1.56,3.44,990.23,127.95,2347.33,1.622,1.311,7,0,174.7444
2013,Unnamed stream Waimea Inlet,1.67,2.66,1211.5,124.32,2403.64,1.364,1.182,3,0,104.4764
2013,Teal River,1,4,1112.33,117.24,2384.89,1,2,2.5,0,446.7494
2013,Lud River,1.38,3.875,1126.24,118.72,2386.5,1.397,2,2.25,0.75,465.7917
2013,Wakapuaka River,1.855,3.59,1126.795,119.925,2386.08,1.766,2,2.75,1,4861.2444
2013,Styx River tributary,4,1.2,1138.97,117.4733,2290.8833,4,2,1.6667,0,1359.6375
2013,Koawi River tributary,4,2.15,1252.06,119.61,2327,4,2,3,0,2142.6667
2013,Unnamed stream Stony Bay,4.6692,4.3383,1183.305,117.0608,2245.9758,4.1976,2,2.6667,0,55.7589
2013,Wairoa River tributary,1.28,1,1081.2,147.72,2341.88,1.149,1.298,0,0,375.7083
2013,Waimakariri Stream,2,1.33,1039.32,133.78,2354.59,2,2,0,1,70.3778
2013,Waikoata S,3.19,3.43,714.9,92.88,2095.1,3.254,1.254,0.75,0,268.7653
2013,Purakaunui S,3.36,2.925,725.235,93.86,2097.05,3.1965,1.1965,0,1,0.001
2013,Dog Kennel Stream,3,1,978.4367,104.1833,2171.4733,3,2,1,0,529.9129
2013,Unnamed wetland South Branch Ashburton River,4,1,1166.81,108,2277.71,4,2,2,0,344.9351
2013,Hororata River tributary,3.9986,2.9443,1174.5429,110.7064,2295.0607,3.9962,2,1.2143,0.2857,283.2221
2013,Unnamed pond,2.2771,1.4171,1047.6486,110.2614,2207.6214,2.9997,1.5231,0.7143,0,121.1215
2013,Lovells Stream,3,1.5855,893.6395,101.0223,2142.2977,3,2,0.7727,0.1364,161.8737
2013,Frasers Stream,2.92,1.468,889.896,100.872,2141.15,2.7984,1.8992,0.2,0,434.4928
2013,Kohika Stream tributary,3.5849,1.3431,1027.8444,110.723,2184.4517,3.3478,2,0.8571,0.0357,94.6828
2013,Kohika Stream,3.41,2.33,959.7367,101.97,2181.63,3.2963,1.8173,1.3333,0,459.564
2013,Teschemaker Creek,3.11,1.22,950.07,100.63,2180.31,3.071,1.996,2,0,54.6198
2013,Unnamed stream Makikihi,3.045,1,1002.775,108.7017,2179.885,3.0088,2,1,0,190.6905
2013,Otawheta Stream,1.92,2,968.06,119.14,2327.38,1.915,1,0,1,83.2119
2013,Pokaitu Stream,1.08,1.92,1001.86,120.845,2347.885,1.4315,1.4315,1.5,1,37.6901
2013,Waikaukau Stream,1,1.13,1001.95,120,2348.5,1.437,1.691,1,1,96.9203
2013,Karapiti Stream,1.845,1.475,997.46,119.85,2347.8,1.85,1.661,2,1,79.4441
2013,Whirinaki Stream,1.27,2.24,994.81,118.99,2347,1.167,1.167,1,0,66.0092
2013,Rotohouhou Stream,1.92,1.84,1008.17,121.96,2348.18,1.665,1.576,1,1,359.2165
2013,Manuherikia River,4,3,1060.86,80.74,2276.85,3.229,1.045,2,2,279.867
2013,Ahuriri River,2.76,2.13,1168.41,94.42,2304.02,3.701,1.446,4,1,213.7115
2013,Lower Farm Stream,3.99,2.99,1122.84,91.38,2302.85,3.429,1.079,2,0,208.7784
2013,Acheron River tributary,3.115,2.585,1067.78,82.84,2285.29,3.219,0.8715,0.5,1,1854.5075
2013,Waikiekie Stream,3,4.07,1109.13,132.75,2374.83,3.136,1.82,4,0,244.8067
2013,Waipapa Stream tributary,1,1,1062.44,141.36,2358.45,1,1.006,1.5,1,286.4545
2013,Unnamed Stream,1.97,1.74,1021.54,135.21,2338,1.979,2,2,0,459.21
2013,Kaawa Stream,2.05,1.19,1063.08,142.93,2350,2.392,2.603,4,1,132.2793
2013,Opitonui River tributary,2.56,2.15,1226.23,146.59,2380.65,2.486,2.073,5,0,219.1198
2013,Waikawau Stream,2.01,3.27,1056.91,141.19,2350.23,2,2.545,4,0,285.3119
2013,Maitai River,1.17,3.83,1110.28,114.9767,1590.8867,1.0523,2,2.3333,1,299.4168
2013,Awakino River tributary,1.42,2.75,938.16,131.26,2321.19,1.379,1.379,4,0,186.6384
2013,Huioteko Stream,1.37,3.53,940.59,128.01,2317.39,1.164,1.164,3,0,216.0028
2013,Kaiwhio Stream,2,1,947.92,125.88,2338.94,2,2,3,0,186.8473
2013,Kurere Stream,3.55,4.68,1099.84,138.24,2373.84,3.595,1.933,5,0,278.8122
2013,Manganui River tributary,1,4,891.64,124.48,2317.94,1,1,5,1,233.9144
2013,Mangaohoi Stream,2,1,981.98,132.29,2335.59,2,2,2,1,874.4928
2013,Matahana Stream,1.65,2,963.57,117.72,2342.71,1.836,1.788,2,0,72.8209
2013,Mataiterangi Stream,1.21,1.2,1223.79,146.71,2379.29,2.989,1.674,8,0,251.0976
2013,Okupata Stream,4,5,902.13,122.06,2323.88,4,1,2,0,588.6802
2013,Omahu Stream,2.44,2.22,1118.02,140.92,2369.72,3.448,2.104,7,1,750.05
2013,Oraka Stream,2,1.91,1032.34,133.98,2351.62,2,2,3,0,166.3517
2013,Paraheka Stream,2.68,3.72,983.97,136.32,2321.59,2.673,2,5,0,190.1033
2013,Paraunahi Stream,1,4,1116.82,139.88,2368.88,1,1,5,0,259.8207
2013,Pokaiwhenua Stream,2,1,988.64,129.77,2348.61,2,2,3,0,40.0121
2013,Puniu River,2,1,822.18,112.62,2320.67,2,2,3,0,22.6809
2013,Tarapatiki stream,3.98,4.96,1209.38,144.16,2379.05,3.989,2,6,0,14.4375
2013,Waiharakeke West Stream,2,2,1091,140,2359,2,2,3,1,92.406
2013,Waihora Stream,1,2,923.78,115.35,2316.22,1.002,1,1,2,74.4019
2013,Waihou River tributary,2,2,1084.41,138.17,2359.11,2,2,3,0,89.4615
2013,Wainui Stream,3.55,3.8,982.34,130.28,2337.01,3.534,1.494,7,0,351.0113
2013,Waioraka Stream,2,1,974.4,125.77,2347.05,2,2,4,0,285.0453
2013,Wairere Stream,1,1,1045.8,135.05,2359.62,1,1,4,0,322.279
2013,Waitoa River,2,1.21,1059.85,136.86,2354,2,2,6,0,127.0053
2013,Te Hui Stream tributary,2,1,910.16,120.89,2330.09,1.88,1.88,2,1,14.9926
2013,Oamaru Stream,1.15,3.56,971.17,131.22,2327.03,1.179,1.179,6,2,297.4845
2013,Mangaputa Stream,1.58,1.01,948.3,127.13,2327.65,1.588,1.58,2,0,200.3689
2013,Timaru Stream,1.06,2.64,1040.41,137.08,2341.71,1.043,1.043,4,0,152.1176
2013,Pirua Stream,1.27,2.47,921.76,100.61,2327,1.267,1,0,0,51.5486
2013,Akaterewa Stream,1,2.15,964.4,119.47,2332.19,1,1,1,0,60.7055
2013,Te Marama Stream,1.85,3.83,952.01,133.08,2322.81,1.562,1.562,6,0,14.6204
2013,Kihikihi Stream,2,1,876.31,119.39,2317.97,1.869,2,3,0,422.0044
2013,Mangawhitikau Stream,2.59,3.37,939.25,126.48,2322.24,2.594,2.014,1,0,161.2503
2013,Stony Bay Creek tributary,1,3.95,1193.44,147.09,2374.69,1,1,5,0,482.4446
2013,Maunganui Stream,1,4,1041.05,137.66,2341.21,1,1,5,0,273.7589
2013,Maire Stream,1.89,2.65,1058.59,141.79,2348.84,1.878,2.144,4,1,34.5775
2013,Paparahia stream,2,1,985.68,137.44,2325.71,2,2,8,0,247.7586
2013,Whareroa Stream,1.3,3.81,950.94,129.68,2319.09,1.271,1.271,3,0,63.638
2013,Mangati Stream,2.72,3.49,1019.72,137.03,2339.37,2.755,2.595,3,0,118.4702
2013,Mangaorongo Stream tributary,1.74,1.825,916.79,126.825,2318.52,1.7555,1.775,2,0,58.7291
2013,Mangauika stream,1.6,1,998.86,133.75,2332.71,1.892,1.408,5,2,31.3033
2013,Happy Valley Stream,3,4,1127.24,65.77,2383.12,3,1,0,0,107.63
2013,Wharekiri Stream,2.99,5,1368.99,100.26,2399.76,2.976,3.024,0,0,256.622
2013,Mangaharakeke Stream tributary,2,2,1032.81,135.56,2341.16,2,2,0,0,59.6982
2013,Boundary Creek,3.336,2.7,978.378,80.406,2233.068,3.2076,1.6064,0.8,1.2,310.2128
2013,Back Creek,3,3.485,1103.3075,89.475,2289.1925,3,2,0.75,1.5,111.4457
2013,Back Creek tributary,3,4,1081.25,86.38,2287.09,3,2,0,2,24.2901
2013,Timber Creek tributary,3,3.565,1113.47,91.2283,2289.7683,3,2,0.6667,0.3333,53.5559
2013,Timber Creek,3,3.5917,1100.9492,92.175,2279.0383,3,1.8333,0.9167,0.75,195.5692
2013,Otokia Creek,3,1.45,995.36,102.24,2151.8,3,1.68,2,0,32.4046
2013,Big Spur Creek,3,4,1091.2617,80.2867,2294.3533,3,2,1,0,479.0992
2013,Big Spur Creek tributary,3,4,1085.67,79.61,2293.38,3,2,1,0,89.5021
2013,Dull Burn tributary,3,1,851.375,94.7812,2144.1038,3,2,1.625,0,725.5816
2013,Maori Creek,3,4,999.21,77.11,2264,3,2,0.6667,0.3333,112.6077
2013,Wairewa River tributary,3,1,862.48,98.8,2141.07,3,2,0,0,280.0492
2013,Wattys Stream,3,1,868.37,99.75,2141.58,3,2,0,1,52.328
2013,Wairewa River,3,1,870.91,99.82,2142.35,3,2,1,0,165.8771
2013,Clutha River,2.7217,2.3206,908.39,101.6117,2152.6344,2.6458,1.7304,1.2778,0.5,128.9697
2013,Teviot River North Branch tributary,3,4,840.0293,62.5767,2216.5787,3,2,0,0.2667,227.1816
2013,Oamaru Creek,2.8807,1.5457,979.6664,102.3957,2175.7457,2.5069,2.0628,0,0,66.7317
2013,Oamaru Creek tributary,2.57,2.1533,975.77,101.57,2175.08,2.2967,2.012,0,0,159.7029
2013,Purakaunui Stream tributary,3.98,1.05,692.77,90.63,2094.76,3.976,1.976,1,0,443.8925
2013,McLaren Creek tributary,3.1414,3.5671,728.6357,94.4943,2096.38,3.1436,1.1457,0.8571,0,102.94
2013,McLaren Creek,3.2475,3.2425,738.005,95.45,2097.1875,3.2512,1.256,1,0,78.3118
2013,Purakaunui River tributary,3.255,3.235,712.09,92.66,2095.12,3.255,1.255,1,0,182.185
2013,Purakaunui River,3.33,3.01,720.84,93.39,2096.49,3.205,1.205,0,0,211.91
2013,Hopkins River,1.045,0.905,1185.19,90.19,2312.49,2.289,0.948,0.5,0,61.6161
2013,Dobson River tributary,0,0,1194.7,90.87,2314.71,0,0,1,0,45.976
2013,Tasman River tributary,1.908,1.433,1180.121,89.89,2316.275,2.9296,1.1321,1.3,0.3,171.57
2013,Tahakopa River,1.97,1.38,781.89,100,2099,3.226,1.41,1,0.6667,240.825
2013,Lindis River tributary,3,3.8331,1121.6023,87.9354,2290.4069,3,2,0.3846,0.3846,144.225
2013,East Branch Tokomairiro River tributary,3,2.328,858.36,92.815,2147.843,3.039,2,1.1,0.1,48.6317
2013,West Branch Tokomairiro River tributary,3,2.4833,845.4033,91.8567,2146.3167,3,2,0,0,170.8638
2013,Sheepskin Creek,3,3.96,1185.9533,97.98,2305.0567,3,2,1,0,52.78
2013,Mare Burn,3,2.33,919.42,83.78,2192.39,3,2,0,1,13.97
2013,Maori Hen Creek,3.15,2.48,880.48,78.95,2186.5,3.13,2.154,1,0,31.1205
2013,Belle Burn tributary,3,1.01,964.6,101.97,2178.76,3,2,0.5,0,18
2013,Clutha River tributary,3,1,954.97,99.76,2180.4,3,2,2,0,43.09
2013,Low Burn tributary,3,1.9,940.4367,98.1867,2172.6233,3,2,0,0,43.16
2013,Low Burn,3,1.4,954.53,100.34,2174.7,3,2,0,0,262.0421
2013,Barrys Bay Stream,3,1,1278.14,122.1733,2269.89,3,2,3.6667,1,173.0152
2013,Waituna Creek tributary,1.97,1.5225,792.3125,100.75,2130.21,2.3045,1.936,1.5,0.75,297.9187
2013,Currans Creek tributary,1.93,2.39,788.07,101,2126.01,1.885,1.558,1,0,192.8767
2013,Moffat Creek tributary,1,1,789,101,2127.04,1.07,1.965,3,0,171.2128
2013,Currans Creek,1,1,789.15,101,2125,1.201,1.9,1,0,165.2469
2013,Mounseys Stream tributary,3.34,1.68,1166.78,103.38,2301.06,3.37,2,2,0,274.9741
2013,Peacock Springs,4,2.96,1141.07,116,2290.09,4,2,1,0,593.3754
2013,Edward Stream tributary,4,3,1109.87,85.51,2286.17,4,1.999,1,0,291.5482
2013,Wetland,2.066,2.134,1030.634,101.924,2205.906,1.7898,1.5534,2,0,669.87
2013,Mangaonua Stream tributary west branch,1.6,1.4,1040.7,135.44,2343.88,1.606,2,2,0,67.8786
2013,Mangaonua Stream east tributary,2.38,1.96,1041.73,136,2344.01,2.673,2,0,0,234.26
2013,Percival Rd drain,1,1,1045,136,2345,1,2,0,0,138.0804
2013,Reeves Close drain,1,1,1046.14,136,2345,1,2,1,0,28.4997
2013,Aldona Place drain,1.14,1.14,1046.37,136,2345,1.141,1.98,0,0,120.1027
2013,Greenhill Road farm drain,1.15,1.15,1047.66,136.41,2345.08,1.138,1.801,2,0,295.2154
2013,Kirikiriroa Stream tributary,1.79,1.79,1049.23,136.64,2345.07,1.78,1.839,2,0,302.9807
2013,Kopurererua Stream,1.75,1.61,1214.52,143.17,2381.51,1.866,1.866,4,1,474.7778
2013,Ohau river,4,3,1151.42,93.06,2296,4,1.603,1,0,83.4872
2013,Ohau River,4,3,1151.42,93.06,2296,4,1.603,1,0,235.4527
2013,Unnamed tributary,3.27,3.73,1092.92,78.37,2298.88,3.261,1,0,1,218.6958
2013,Wairepo Creek,3.7333,2.3433,1148.1433,88.5933,2300.4033,3.7957,1.2673,1.6667,0,262.5979
2013,Six Mile Creek,4,3,1152.1367,89.1233,2301.9233,4,1,2,0,473.4546
2013,Waipori River tributary,3,3.5263,807.8342,75.8768,2162.6132,3,2,0,0.3684,35.9229
2013,McPhees Creek tributary,3,4,784.555,58.515,2196.34,3,2,0,1,364.8571
2013,McPhees Creek,3,4,703.82,50.46,2188.46,3,2,0,1,273.031
2013,Ratty Creek,3,4,805.79,64.82,2186.75,2.895,2,0,0,377.0423
2013,Old Hut Creek,3.41,1,1001.27,85.03,2227.35,3.129,1.382,1,1,186.3694
2013,Styx Creek,3,4,795.09,58.44,2201.08,3,2,0,0,205.862
2013,Tommy Flat Creek,3,4,944.5,96.68,2161.84,3,2,0,1,875.8857
2013,Dip Creek,3,4,954.14,98.02,2163.21,3,2,0,1,1245.9648
2013,Stony Creek,3,3.964,795.192,73.342,2162.566,3,2,0.6,0,999.1259
2013,Stony Creek tributary,3,4,774.56,70.84,2161.04,3,2,0,0,1082.1528
2013,Burnt Creek,3,4,781.33,71.6633,2161.8533,3,2,0.3333,0.3333,582.9533
2013,Devils Creek,3,4,721.49,62.54,2161.3,3,2,0,0,254.6189
2013,Fiddlers Creek,3,4,729.64,63.28,2161.86,3,2,0,0,187.7908
2013,Deep Stream tributary,3,4,724.67,62.82,2161.61,3,2,0,0,489.3345
2013,Barbours Stream,3,4,797.52,70.81,2167.22,3,2,0,0,500.9479
2013,Whare Creek,3.33,4.83,925.93,86.33,2154.82,3.682,2.111,0,0,4415.038
2013,Akatore Creek tributary,3,4,854.93,94.87,2133.45,2.227,1.165,2,1,979.0913
2013,Kye Burn tributary,3.325,2.7633,952.08,80.625,2217.075,3.1288,1.263,0.5,0.3333,1489.7042
2013,Kye Burn,3.1733,1.6352,1005.2671,86.6186,2228.2257,3.2,1.6238,0.9048,0.6667,42.2416
2013,Healy Creek,3,4,863.68,72,2202.65,3,1,0.5,1,309.1556
2013,German Creek,3,3,957.31,82.62,2216,3,1.359,1,1,91.2521
2013,Nobblers Stream,3.75,1,987.02,84.27,2223.4,3.175,1.26,1,1,348.1775
2013,Little Kye Burn,2.69,1.06,1018.45,86.52,2231.97,3.124,1.81,1,1,309.6127
2013,Spec Gully,3.6057,1.7714,1021.6857,85.0343,2237.1171,3.3163,1.997,1,0.4286,136.436
2013,Taieri River,3.878,1.826,1044.942,91.912,2236.084,3.5686,2.0042,0.4,1,820.3041
2013,Swin Burn,3.902,2.018,1017.904,88.744,2227.866,3.7314,1.8006,1,0.8,43.5098
2013,Shag River,3.2675,3.1017,958.9258,93.5175,2187.8617,3.2381,1.7158,0,1.3333,37.5925
2013,Pigroot Creek,3,5,927.23,83.06,2197.38,3,1.109,0,2,358.8954
2013,Shingly Creek,3,4.08,951.46,89.615,1095.94,3.0895,1.944,0,1,235.2506
2013,Green Valley Creek,3.07,2.22,961.54,94.14,2186.53,3.377,2.363,0,1,121.9244
2013,Happy Valley Creek,3.45,1.99,978.35,97.97,2184.8,3.075,1.406,0,1,113.7866
2013,Waipori River,2.97,3.72,840.6636,80.1209,2165.2609,2.9975,1.9984,0.4545,0.9091,76.1977
2013,Burnt Creek tributary,3,4,820.53,77.13,2163.76,3,2,0,1,497.0052
2013,Deep Creek tributary,3,4,781.97,71.21,2162.85,3,2,0,0.5,189.2569
2013,Deep Creek,3,4,760.93,67.81,2163.37,3,2,0,0,364.2552
2013,Ikawatea Stream,1.56,2.75,1201.13,110.73,2369.2,1.789,1,1,2,296.9693
2013,Ohara Stream,2,3.05,1268.96,122.67,2366.08,1.641,1.916,3,1,32.1143
2013,Taruarau Stream,2,1,1220.36,110.93,2373.96,1.994,1,1,2,59.0499
2013,Maraekakaho Stream,1.44,1.01,1282.85,130.8,2364.64,1.387,1.447,3,0,382.9583
2013,Otamauri stream,1.86,4.86,1309.41,126.38,2374.18,1.825,2.263,3,1,210.7609
2013,Waitangi Estuary,1.4,0.7,1193.4,137.02,2349.39,1.394,1.505,0,0,390.9662
2013,Donald River,1.28,3.16,1291.54,117.73,2384.07,1.112,1.112,2,1,170.9601
2013,Waianakarua River North Branch,3.2633,2.51,974.8233,101.9333,2174.5867,3.115,1.679,1,0,80.125
2013,Waianakarua River,3.46,1.93,991.17,105.49,2174,3.659,2,1,0,288.5417
2013,Pierces Gorge,3.28,3.72,1000.67,74.59,2260.67,3.043,1,0,1,52.75
2013,Roaring Meg tributary,3,4,718.48,36.05,2249.85,3,2,0,0,27.2917
2013,Fork Stream tributary,3.5088,3.4912,1110.9688,64.8013,2315.86,3.5402,1.3356,1.125,0.375,62.25
2013,No 2 Spec Gully,3.84,1.32,1014.77,83.41,2236.96,3.495,2,1,0,25.75
