y,locality,seg_phos,seg_psize,seg_pet,seg_mat,seg_decs,US_RockPhos,USCalcium,native.bio,exotic.bio,fdval
2012,Waikaia River,3.97,1,1028.56,101,2224.5,3.226,1.568,1,1,338.5293
2012,Muddy Creek,1.95,0.98,1184.07,137.18,2346.24,1.949,2.275,1.75,0.75,316.8637
2012,Riwaka River South Branch,2.375,4.045,1120.125,115.945,2399.765,1.3655,2.66,3,1,253.7234
2012,Riwaka River North Branch,3.48,3.45,1142.3,120.91,2402.21,1.995,3.207,3,1,125.2714
2012,Riwaka River,3.57,3.85,1141.48,119.79,2403.66,3.619,2,4,0,146.3741
2012,Motupiko River,2.42,2.51,1028.89,102.51,2360.93,2.471,1.939,4,1,304.2778
2012,Mounseys Stream,4,3,1176.89,105,2302,3.476,2,2,0,480.0352
2012,Pahau River,3,4,1135.34,89.97,2358,3,1,2,0,516.2275
2012,Unnamed stream Bon Accord Harbour,0.99,4.04,1168.49,150.92,2378.66,1,1,2,0,45.8989
2012,Unnamed stream Rarohara Bay,3.87,5,1223.28,153.61,2370.31,3.849,1.849,3,0,234.3012
2012,Ruamahanga River tributary wetland,2.87,4.5,1096.13,119.74,2327.54,2.689,2,0,1,1245.0337
2012,Dome Burn,3.98,1,997.22,100.94,2204.17,3.217,1.836,2,1,259.5163
2012,Oronui Stream,1,4,1110.6617,116.52,2373.72,1,1,1.1667,0,79.2563
2012,Terrace Creek,3.06,1.94,900.09,99.26,2170.49,3.148,2.635,2,1,149.7189
2012,Ayr Creek,3,2,885.5,99,2163.81,2.949,2.974,2,1,213.0463
2012,Hamilton Burn,3,2.12,918.6,89.15,2207.17,3,2.74,3,1,322.5977
2012,Oreti River tributary,3.99,1.01,941.64,90.42,2215.7,3.32,2.258,4,1,116.5275
2012,Tussock Creek,4,1,883.67,100,2163.25,4,2,3,1,135.6371
2012,Stag Stream,3,3.27,967.3,95.5,2203.68,3,1.343,4,0,185.2037
2012,Waianiwa Creek,3.72,1.28,847.36,100,2153.78,3.893,2.107,4,1,49.3889
2012,Waimumu Stream,3.5,1,860.68,98.54,2153.06,3.12,1.54,3,1,120.4466
2012,Waikanae River tributary,1.02,1.01,1061.81,129,2319.18,1,2,3,0,0.001
2012,Kaiate stream,1.9,1.1,1163.89,139.88,2374.36,1.925,1.925,7,0,614.563
2012,Arateka Stream,1.8067,1.1933,1160.1933,139.0567,2373.99,1.8193,1.8193,5,0.3333,91.6956
2012,Waitao Stream,1.864,1.136,1173.082,140.428,2375.524,1.7768,1.7768,5.6,0.2,469.1793
2012,Kaiate Stream,1.7367,1.2633,1171.2933,140.4867,2375.13,1.876,1.876,5.6667,0.3333,311.617
2012,Kaiate Stream tributary,2,1,1098.6,129.79,2367,2,2,2,0,725.5739
2012,Arateka Stream tributary,2,1,1125.6,133.82,2369.79,2,2,3,0,571.8938
2012,Waitakaruru Stream tributary,1.22,1.09,1048.48,136.125,2348.93,1.21,1.21,4,0.5,212.7924
2012,Waitakaruru Stream,1.06,2.88,1025.44,133.74,2343.75,1.017,1.017,5,1,68.1421
2012,Piakoiti Stream,1.86,1,1074.4,137.37,2355.86,1.855,1.855,3,0,187.8579
2012,Piakonui Stream,1.6667,1,1037.02,133.5867,2349.04,1.6757,1.6667,3.3333,0,34.8889
2012,Mangapapa Stream,2,1,1047.07,134.67,2351.36,2,2,6,0,88.6377
2012,Waitoa River,2,1.02,1054.06,136,2352.43,2,2,7,1,1563.5071
2012,Waitoa River tributary,1.76,1.95,1001.07,130.17,2343.9,1.842,1.842,6,0,743.8433
2012,Waihekau Stream,2,2,1106.87,139,2362.21,2,2,3,1,100.6087
2012,Omahu Stream,2,1,1116.29,141.94,2373,2.6245,2,6.5,1.5,33.4717
2012,Homunga Stream tributary,2,1,1146.14,136.235,2376.495,1.958,1.958,4,0,445.9787
2012,Waiteariki Stream,2.54,2.56,1084.52,134.96,2360.55,2.413,2.039,6,1,376.1072
2012,Wairere Stream,2,1.77,1116.72,139.96,2364.78,2.293,2.209,6,1,25.9995
2012,Glen Esk Stream,3.97,5,1048.7633,138.2733,2370.3567,3.786,1,5,0,281.6522
2012,Ussher Stream,3.17,5,1012.97,134.51,2367.96,3.032,1,2,0,78.2808
2012,Cowan Stream,3.175,5,978.38,129.825,2364.99,3.04,1,4,0,51.7896
2012,Pararaha Stream,3.75,5,1018.5,135.82,2367.92,3.223,1,3,0,29.1988
2012,Katikara Stream,4.8,1.78,801.73,101.67,2324.58,4.812,2,3.5,0,111.2695
2012,Mangatete Stream,5,1,924.09,117.61,2334.33,5,2,6,0,437.746
2012,Paopaohaonui Stream,5,1,926.16,114.53,2336.46,5,2,2,0,225.1725
2012,Kiri Stream,5,1,900.49,111.73,2334.17,4.998,2,3.5,0,44.2583
2012,Porter River tributary,3,4,983.39,68.36,2281.56,3,1,0.6667,0.6667,163.2758
2012,Porter River,3,4,908.66,57.98,2278.81,3,1,0,0,208.5623
2012,Dog Kennel Stream,3,1,978.4367,104.1833,2171.4733,3,2,1,0,184.2782
2012,South Branch Ashburton River tributary,4,1,1166.81,108,2277.71,4,2,2,0,443.306
2012,South Branch Ashburton River,4,1,1166.81,108,2277.71,4,2,2,0,434.103
2012,Waitaki River tributary,0.61,0.43,1007.76,108,2175,1.476,0.738,2,0,270.4535
2012,Hororata River tributary,4,2.8943,1174.4286,110.8329,2295.03,4,2,1.1429,0.2857,747.6255
2012,Unnamed pond,4,1.075,1145.255,116.795,2286.5,4,2,0.5,0,1061.6097
2012,Unnamed stream Waimakariri River,4,2.96,1141.07,116,2290.09,4,2,1,0,104.3072
2012,Unnamed wetland,2.74,1.5,1114.515,125.08,2313.63,3.1695,2,1.5,0.25,651.6059
2012,Avon River,3,2,1167.03,119.16,2294.26,3,2,0,0,111.0458
2012,Lorenzen Bay Stream,2.3,3.04,1047.95,139.18,2341.03,2.241,1.451,2,0,624.1204
2012,Waikato River tributary,1.3367,1.0167,1021.8033,136.4,2351.8667,1.339,1.339,0.6667,1,44.9747
2012,Kiritehere Stream,2.1,4.37,909.04,127.77,2319.52,2.167,1,4,0,263.8607
2012,Wharewera Stream,2.64,3.55,917.75,126.68,2319.64,2.656,2,2,0,145.801
2012,Unnamed Stream,4,4.23,916.26,121.56,2333.14,4,1.751,1,0,34.8211
2012,Mangatukituki Stream tributary,2,1,958.59,129.2,2333.72,2,2,3,0,201.1592
2012,Paraheka Stream,2.86,4.42,973,135.05,2320.71,2.875,2,5,0,89.8637
2012,Bridal Creek,1.55,1.42,1046.31,139.02,2340.13,1.496,1.496,5,0,28.1763
2012,Pokaiwhenua Stream tributary,2,1,930.89,116.96,2339.02,2,2,1,0,184.5134
2012,Pitone Stream,1.76,1.94,984.46,137.3,2327.32,1.37,1.37,6,0,185.2354
2012,Oraka Stream tributary,2,1,988.89,129.36,2347.61,2,2,1,0,247.9321
2012,Komakorau Stream,1.485,1.475,1059.38,138,2348.85,1.4445,1.874,2.5,1,621.6284
2012,Mangatea Stream,1.29,1,1068.02,139,2354.71,1.345,1.345,1,1,207.1648
2012,Mangawhero Stream,1.985,1.485,1013.21,135.055,2335.48,1.968,2,1.5,0.5,707.4207
2012,Mangahouhounui Stream,2,1,955.61,101.67,2316.33,2,1,0,1,192.8165
2012,Hauwai Stream,1,2.56,943.92,119.83,2329.83,1,1,1,0,186.8873
2012,Unnamed stream Waitoa River,2,1,1032.17,133.79,2349.75,2,2,2,0,99.4017
2012,Whareroa Stream,1,2,1012,118,2328,1.392,1,1,2,215.1175
2012,Mangarewa Stream,2,1,924.96,119.75,2335.22,2,2,1,0,887.9639
2012,Mangaotama Stream,2.57,2,1019,136,2336,2.649,2,6,2,146.9517
2012,Mystery Creek,1.96,1.41,1010.11,134.92,2335.97,2.006,1.89,3,1,133.3453
2012,Pirorua Stream,1.01,4.24,921.07,125.4,2322.89,1.018,1.018,3,0,385.3168
2012,Manganui River tributary,1.01,3.97,905.1867,126.3767,2318.8633,1.0533,1.0533,4,0.6667,459.2911
2012,Mangakahikatea Stream tributary,1.19,3.42,896.06,125.29,2318.29,1.195,1.195,5,2,314.564
2012,Stony Bay Creek tributary,1,3.975,1181.87,145.645,2373.905,1,1,4.5,0,66.8717
2012,Onukutauira Stream,1,2,957.06,120.16,2344.94,1,1,2,0,473.653
2012,Paparahia Stream,2,1,892.93,120.53,2315.69,2,1.609,10,0,3243.1542
2012,Maunganui Stream,1,4,1041.05,137.66,2341.21,1,1,6,1,2232.7384
2012,Waipapa Stream,1.4,1.96,879.57,113.48,2317.72,1.409,1.037,1,0,140.214
2012,Waipapa River,1.59,1.41,900.58,119.28,2324.53,1.244,1.244,1,0,139.1668
2012,Mokauteure Stream tributary,1.82,1.42,846.77,107.39,2313.64,1.869,1,0,0,470.1175
2012,Waipa Stream,2,1,977.22,126.96,2348.15,2,2,1,0,370.6897
2012,Wainui Stream,3.55,3.8,982.34,130.28,2337.01,3.534,1.494,2,0,258.1185
2012,Mangatu Stream,1.52,1,1227.84,147.54,2379.64,1.528,1.528,6,0,354.1589
2012,Mataiterangi Stream,1.61,1.81,1209.02,144.75,2377.67,3.414,1.805,5,0,179.8084
2012,Wharekawa River,1.22,4.13,1125.03,135.85,2375.39,1.171,1.171,6,1,445.4275
2012,Taringapeka Stream,2.67,3.7,1037.11,139.15,2347.85,2.503,2.814,3,0,114.323
2012,Aorere River,0.96,1.92,1020.99,129,2350,0.906,1.986,5,0,1195.1249
2012,Unnamed stream Waimea Inlet,1.67,2.66,1211.5,124.32,2403.64,1.364,1.182,7,0,192.3867
2012,Neimann Creek,3,2,1211.49,125,2398.54,3,2,4,1,168.6773
2012,Komakorau Stream tributary,1.3333,1.3333,1058.68,137.9267,2348.1467,1.3333,1.8793,0.6667,0,84.2193
2012,Lake Waikare tributary,1,1,1063.74,141,1177.5,1,1.9945,1.5,0.5,53.4677
2012,Mangaone Stream,2.05,2,1026.81,135,2340,2.07,2,0,0,139.2511
2012,Whangamarino Swamp tributary,1,1,1042.1,136.79,2362.04,1,1.1,0,1,97.4639
2012,Moakurarua Stream,2.26,2.04,1010.095,135.74,2332.425,2.3785,2,1,0,59.9018
2012,Unnamed water race,3.2494,2.1494,1168.7363,114.0844,2288.6894,3.1726,2,1.4375,0,654.5712
2012,Unnamed stream St Andrews,3.13,1.26,1041.33,111,2190,3.009,2,1,0,329.5092
2012,Papaka Stream,3.64,1,968.15,106.58,2196.5,3.571,2,1,0,348.4231
2012,Papaka Stream tributary,3.82,1.03,971.96,106.81,2196.86,3.842,2,1,0,294.5875
2012,Hinds River tributary,3.01,1.94,1084.33,104.7,2249.72,3.436,1.848,1,0,775.5923
2012,Eyre River tributary,3.76,2.52,1176.97,105,2302,3.333,1.898,1,0,195.6616
2012,Mounseys Stream tributary,3.34,1.68,1166.78,103.38,2301.06,3.37,2,1.5,0,300.3213
2012,Lake Tuakitoto,3,1.95,891.68,101.76,2141.16,2.988,1.994,0.5,0,444.0487
2012,Lovells Stream,3,1.35,893.02,101,2142.12,3,2,1,0,162.0402
2012,Frasers Stream,3,1.69,891.35,100.98,2141.71,2.966,1.983,1,0,176.7881
2012,Mangakotukurua Stream,1.36,2.92,1016.7,135.53,2341.27,1.407,1.407,4,0,288.9343
2012,Manganui River,1,4,915.82,127.84,2319.43,1,1,4,1,256.4173
2012,Mangaonua Stream,2.27,1.81,1028.81,134.94,2341.78,2.36,1.876,4,3,242.7906
2012,Naike Stream,1.23,3.3,1040.08,139.41,2345.02,1.245,1.245,6,0,86.0234
2012,Tunaeke Stream,1.86,1,1049.55,138.46,2340.5,1.678,1.678,3,2,261.5735
2012,Waitetuna River tributary,1.64,2.09,1019.08,136.36,2335.12,1.632,1.632,5,0,285.1343
2012,Mangatia Stream,2.08,4.51,1036.98,138.76,2349.3,2.098,2.816,4,0,274.0328
2012,Timaru Stream,1.06,3.72,1028.13,135.37,2340.88,1.047,1.047,3,0,423.1961
2012,Pukatea Stream,3,4,1102.22,120.85,2357.2,3,1,3,0,1200.2868
2012,Island Lake,4,3,1122.08,72.51,2369.8,3.665,1.166,1,0,88.8895
2012,Ourawera Stream tributary,3.6,2.21,825.24,98.33,2150.88,2.385,1.21,2,1,398.4799
2012,Deadbullock Creek tributary,3,3.9109,976.1973,93.3436,2195.0718,3,2,0.4545,0,500.2185
2012,Stony Creek tributary,3,4,707.32,55.85,2175.12,3,2,0,0,885.74
2012,Ahuriri River tributary,3.15,0.79,1174.86,94.39,2305.93,2.431,1.216,5,1,765.0624
2012,Ohau River tributary,3.84,2.88,1150.79,93.19,2295.03,3.852,1.215,2,1,173.5947
2012,Penticotico Stream,3.2133,2.4067,1017.7283,103,2199.3467,3.4593,1.5552,1,0.3333,200.9621
2012,Penticotico Stream tributary,0.38,0.29,1020.07,103,2199.98,3.561,1.676,0,0,36.5508
2012,Waitahuna River tributary,3,3.27,837.7889,82.3311,1920.0267,3,2,0.1111,0.3333,25.6901
2012,Waitahuna River,3,1.96,852.93,83.86,2162.37,3,2,0,0,22.833
2012,Reedy Creek tributary,3,4,823.0018,79.0009,2160.7455,3,2,0.0909,0.2727,140.4584
2012,Reedy Creek,3,4,823.8771,79.5871,2160.8257,3,2,0.2857,0.1429,87.0944
2012,Manuherikia River tributary,3.08,3.92,1071.52,82.12,2280.14,3.052,2,0.5,0,113.5943
2012,Larne Creek,3,3,953.51,78.78,2223.08,3,1.372,0.5,0.5,97.5613
2012,Timber Creek,3,4,858.194,72.528,2201.036,3,1,0.6,0.6,347.6971
2012,Timber Creek tributary,3,4,847.0741,70.7129,2201.1465,3,1,0.1176,0.6471,324.0962
2012,Kye Burn tributary,3.1541,3.2364,931.4373,78.56,2213.3868,3.0458,1.2114,0.5,0.2727,104.0882
2012,White Sow Creek tributary,3,2.22,1044.06,82.69,2265.675,3,2,0,0,13.7377
2012,Wether Burn tributary,3.02,2.3975,1036.32,81.6025,2265.1975,3.0185,2,0.25,0.25,171.6162
2012,Omnibus Creek tributary,3,3,1023.51,79.21,2264,3,2,0,0,193.8291
2012,Wether Burn,3.04,2.19,1047.52,83.67,2265.33,3.034,2.226,1,0,93.6302
2012,German Creek,3.015,3,947.51,80.2683,2216.875,3.0208,1.6375,0.8333,0.5,44.9123
2012,German Creek tributary,3,3.32,910.5675,75.62,2213.87,3.008,1.5705,0.5,0.5,61.8943
2012,Near Undaunted Creek,3,3.5133,943.6767,74.6233,2228.3833,3,1.1767,0,1,15.2992
2012,Deep Stream,3,3.166,915.618,76.926,2208.388,3,1.793,0.4,0.8,258.433
2012,Deep Stream tributary,3,3.24,950.26,76.49,2226.85,3,1.76,0.5,0.5,136.1198
2012,Little Kye Burn tributary,3.175,3,962.45,80.09,2223.31,3.0365,1.5855,0.5,0,435.6015
2012,Little Kye Burn,3.07,2.86,975.39,80.51,2227.39,3.139,2,1,1,178.2347
2012,Nobbler Stream,3.66,1.2833,982.0583,83.69,2222.4267,3.151,1.2282,1,0.6667,30.2361
2012,Swin Burn tributary,3.12,4.3012,925.405,77.995,2208.06,3.12,1.1086,0,0.625,229.2808
2012,Boundary Creek,3.4027,1.7887,949.9367,86.778,2200.8653,3.2549,1.6249,0.6,0.6,38.2364
2012,Tuapeka Creek,3,1.54,930.74,99.0767,2165.6467,3,2,0.3333,0.6667,81.8216
2012,Wetherson Creek,3,1.12,922.81,97.77,2164.78,3,2,0,0,85.4189
2012,Tuapeka Creek tributary,3,1.04,923.57,98.09,2164.39,3,2,1,0,44.9505
2012,German Stream,3,1.17,890.75,93.68,2159.73,3,2,0,0,104.6583
2012,Manuka Stream,3,2.7567,867.68,83.5333,2165.6833,3,2,0.3333,0.6667,56.2385
2012,Karoro Creek,3,3.9333,772.57,97.48,2103.8433,3,1.1053,2.3333,1,351.1295
2012,Minaret Burn tributary,3,4,673.995,49.98,2231.37,3,2,0,0,136.0429
2012,Minaret Burn,3,3.71,990.93,80.7,2271.44,3,2,1,0,28.3326
2012,Bells Creek,3,4,792.23,57.91,2246.92,3,2,0,0,67.5837
2012,Estuary Burn,3,3.555,853.605,73.2825,2246.05,3,2,0.25,0,168.5037
2012,Rough Burn,3,4,680.15,54.64,2228.27,3,2,0,0,24.9651
2012,Bay Burn,3,4,754.87,61.46,2236.07,3,2,0,0,242.4107
2012,Clutha River,2.5832,2.226,918.1316,102.068,2067.4924,2.691,1.7415,1.44,0.96,85.1281
2012,Clutha River tributary,0,0,862.23,101,2129.94,2.984,1.989,3,1,593.7719
2012,Kakaho Creek,3,1,986.11,104.74,2172,3,2,1,0,108.2237
2012,Broad Stream,3,4,809.9183,73.9983,2164.9867,3,2,0,0.1667,319.9796
2012,Broad Stream tributary,3,4,793.9783,71.8933,2164.1567,3,2,0,0,298.7217
2012,Beaumont River tributary,3,4,803.95,73.03,2168.5,3,2,0,0,137.0386
2012,Cluden Stream tributary,3,4,1031.3108,72.7733,2286.64,3,2,0.25,0.6667,204.9328
2012,Cluden Stream,3,4,1068.8689,78.0567,2291.22,3,2,0.2222,0.7778,77.474
2012,Big Spur Creek,3,4,1151.02,90.28,2300.09,3,2,0.5,1,161.6052
2012,Selwyn River tributary,3.26,1.52,1174.97,107.9,2295,3.106,2,0,0,399.0889
2012,Grehan Stream,3,1,1227.27,120.37,2255.26,3,2,0,0,74.98
2012,Otukaikino Creek,4,2.98,1141.17,116.99,2291.57,4,2,4,1,56.1375
2012,The Brook,1.53,3.21,1145.45,118.235,2392.185,1.5135,1.831,1,0,105.56
2012,Otamaewa Stream tributary,2,1,744.46,90.57,2296,2,1,1,0,201.865
2012,Mangahuia Stream,2,1,739.34,85.46,2296.56,2,1,2,1,44.3
2012,Whakapapaiti Stream,2,1,748.69,86.86,2297,2,1,1,1,22.1182
2012,Mangatepopo Stream,2,2,825.14,94.95,2303.08,2,1,0,1,118.8667
2012,Whanganui River,2,1.91,861.79,99.26,2306.18,2,1,0,0,164.1571
2012,Whakapapanui Stream,3.33,1.665,701.97,75.2,2296.045,3.4275,1,0.5,1,88.6467
2012,Piopiotea Stream,2,1.9,823.67,103.31,2300.86,2,1,1,0,40.3765
2012,Makomiko Stream,2,1,787.16,93.66,2298.12,2,1,2,1,0.001
2012,Omarae Stream tributary,2,1,892.96,93.37,2306.68,2,1,0,1,0.001
2012,Mangaeteroa Stream,2,1,791.27,90.17,2295.64,2,1,1,1,809.9415
2012,Haeremaiere Stream,2,1,799.65,91.25,2295.53,2,1,2,0,363.2455
2012,Makotuku River,2,1,799.65,91.3,2295.92,2,1,1,1,108.4926
2012,Mangaehuehu Stream,2,1.44,896.63,97,2303.59,2.63,1.298,1,1,478.4379
2012,Makatote River,2,1,769.81,89.4,2296.97,1.903,1.231,1,1,70.6153
2012,Waimarino Stream,2,1,782.51,93.69,2298,2,1,2,1,357.1414
2012,Oaoiti Stream,3.62,1.98,948.74,126.71,2337.02,3.88,2.081,1.5,0,945.221
2012,Matanehunehu Stream,3.92,1.36,1005.44,129.43,2341.52,3.861,2.38,3,0,614.563
2012,Momona Stream,4.66,2.35,805.52,101.11,2325.61,4.651,2,3,0,91.6956
2012,Huatoki Stream,4.53,1.23,1125.73,137.89,2359.34,4.614,2,1,0,469.1793
2012,Stony River tributary,4.59,2.6,701.51,90.73,2315.51,4.598,2,4,0,1008.5143
2012,Oakura River,5,1,909.68,113.58,2334.59,5,2,4,0,0.001
2012,Mangapurua River,1.6867,2.25,932.08,120.1567,2317.6433,1.399,1,3.6667,0.3333,216.0095
2012,Mangapurua Stream tributary,1.17,4.32,932.97,119.67,2317.69,1.111,1,2,0,412.2165
2012,Edward Stream tributary,3.9892,3.0108,1117.16,85.035,2289.6283,3.9459,1.7876,0.4167,0.0833,133.8486
2012,Mangauika Stream,2.575,2.87,951.74,127.47,2329.015,2.804,1.227,3.5,2,192.3206
2012,Trent Stream,1.02,4,518.48,83.95,2234.57,1.01,1,1,0,177.1246
2012,S Creek,1,4,545.73,86.34,2237.46,1,1,1,0,145.6928
2012,Whareatea River,1,4,568.8475,88.21,2240.33,1,1,1,0,127.6912
2012,Lake Brazil,1,4.57,606,92.63,2243.2,1,1,1,0,407.4459
2012,Conglomerate Stream,1,4,538.32,85.91,2236.775,1,1,1,0,95.1884
2012,V40 Stream,1,4,551.45,86.74,2238.16,1,1,1,0,155.6516
2012,Waimangaroa River,1,4,639.39,94.39,2250.15,1,1,1,0,66.7119
2012,Wairepo Creek,3.44,1.88,1147.01,88.53,2300.11,3.519,1.481,1,0,15.8061
2012,Lilian Creek,3.9,2.93,1156.68,90.37,2314.55,3.37,1.19,1,1,719.6621
2012,Avoca River,2.41,2.27,1107.385,83.71,2305.87,2.8865,0.9445,2.5,1,50.7332
2012,Corner Creek,4,3,1141.28,88.73,2311.55,3.2365,1.04,1.5,1,13.6982
2012,Corner Creek tributary,4,3,1138.87,88.53,2311.31,3.482,1.054,1,0,54.5544
2012,Avoca River unnamed tributary,4,3,1138.87,88.53,2311.31,3.482,1.054,2,0,110.7841
2012,Haper River unnamed tributary,3.05,3.95,989.93,67.18,2292.97,3.141,1.107,3,1,563.6766
2012,Smugglers Creek,3,1,954.3467,93.99,2166.1767,3,2,0,0.3333,260.4291
2012,Waipori River tributary,3,1.8044,816.3794,79.97,2156.5388,2.9586,1.9724,0.0625,0.1875,122.9908
2012,Spain Creek,3.525,1.74,1103.0875,88.925,2283.545,3.6365,2.135,1.25,0.25,1496.124
2012,Kye Burn,3.2325,2.46,971.675,83.4025,2221.3225,3.1478,1.3925,0.75,1,580.1919
2012,Pigroot Creek,3.1975,4.79,923.3125,82.3425,2197.4075,3.0455,1.162,0,2,643.7951
2012,Traquair Burn,3,4,837.7,79.05,2160.07,3,2,0,0,897.562
2012,Meggat Burn tributary,3,4,767.84,76.88,2149.61,3,2,0,0.5,74.3826
2012,Shepherd Stream tributary,3,3.76,815.42,81.67,2154.56,3,2,0,0.5,200.446
2012,Three O'clock Stream,3,3.4633,913.6833,87.5467,2168.0967,3,2,0,1.6667,278.5847
2012,Deighton Creek,3,3.795,896.745,82.005,2177.82,3,2,0,1,3705.0356
2012,Canton Stream,3,3.7,848.43,78.36,2168.71,3,2,0.3333,0,1926.5708
2012,Burnt Creek,3,4,791.13,73.03,2162.33,3,2,0.5,0.5,3806.211
2012,Dunstan Creek,3.42,0.86,1102.99,86.66,2286.99,3.126,1.602,1.5,2,175.1462
2012,Swin Burn,3.445,3.3375,949.375,81.6625,2210.0275,3.1117,1.0862,1,0.75,57.3562
2012,Shingly Creek,3,4.2333,950.0333,89.1133,2192.9167,3.078,1.794,0,1,516.2199
2012,Waianakarua River North Branch,3.2554,2.4714,974.9277,101.8923,2174.6254,3.0977,1.6913,1.1143,0.0286,438.795
2012,Ida Burn,3.105,3.05,1097.485,87.5,2282.84,3.0305,2,1,1,1211.318
2012,Gorge Creek,3.8,1.76,1068.36,84.88,2272.88,3.545,2,0,1,861.3229
2012,Shepherds Creek,3,4.7,1031.55,86.01,2244.52,3,2.687,1,0,514.7904
2012,Healy Creek,3,4,863.68,72,2202.65,3,1,0,1,440.5623
2012,Black Rock Stream,3,3.17,934.1667,85.7433,2182.3333,3,2,0,1,1936.4333
2012,Ross Stream,3,2.05,945.2,87.74,2175.79,3,2,0,1,32.6385
2012,Mataura River tributary,4,1.94,892.49,100.38,2162.66,3.688,2,1,0,19.8648
2012,Okapua creek,3.9,2.28,910.75,99.94,2167.9,3.588,2,0,1,411.4164
2012,McKellar Stream,4,2.89,932.51,100.835,2176.91,4,2,0.5,0,137.612
2012,Mokoreta River tributary,4,1,812.09,99.4,2131.04,4,2,0,0,133.4209
2012,Kowhai Creek tributary,3,5,840.56,95.86,2164.95,2.952,1,1,0,91.5519
2012,Alton Burn tributary,3,4.36,846.81,95.8,2167.43,3,1.557,1,0,543.7499
2012,Wairio Stream,2.45,2.94,900.76,93.38,2183.74,2.118,1.484,2,1,302.5644
2012,Moss Burn tributary,3,2,930.91,90.31,2208.55,3,3,1,0,476.3597
2012,Oswald Stream,4,1.36,1011.23,96.64,2223.2,4,2,1,0,729.5556
2012,Kurinui Creek,3.42,2.58,975.89,103.51,2171.04,3.412,1.765,1,0,1461.418
2012,Kauru River,2.74,1.75,998.44,105.11,2181.79,2.774,1.683,1,1,1474.4274
2012,Otaio River,2.99,1.92,1020.84,109.39,2185.88,2.815,1.563,1,1,198.3409
2012,Hae Hae Te Moana River,1.14,0.4,946.17,105,2202.77,3.216,1.692,1,0,290.0728
2012,Rangitata River tributary,2.92,3.55,927.65,92.89,2221.67,2.938,1.067,1,0,257.1697
2012,Orari River,0.79,0.59,944.62,104.11,2206.84,2.289,1.029,0,1,1139.929
2012,Borrell Creek,3,1,935.92,100.55,2204.05,3,1.27,1,0,843.3799
2012,Opihi River,4,3,1039.85,97,2230.27,3.668,1.894,2,1,421.5832
2012,Fork Stream,3.4,3.57,1147.08,69.39,2319.43,2.968,1.057,2,0,1904.496
2012,Irishman Creek,4,3,1221.15,82.04,2327.8,4,1.028,0,1,1200.5897
2012,Mary Burn,4,3,1206.37,83.12,2323.3,4,1.014,0,0,2216.0532
2012,Fraser Stream,4,3,1133.62,91,2293.58,4,1.656,3,0,32.8574
2012,Ohau River,2.51,1.88,1159.94,94.71,2294,3.298,1.224,0,1,221.2909
2012,Sawdon Stream,4,3,1087.62,87.7,2272.47,3.595,1.573,2,0,710.1857
2012,Mackenzie River tributary,3,4,1035.16,85.25,2249.55,3,1,0,1,1104.2745
2012,Snow River,3.61,3.39,935.82,76.48,2229.25,3.821,1.821,2,1,152.6955
2012,Dalgety Stream,3.13,3.87,832.52,65.58,2218.63,3.103,1.103,0,1,0.001
2012,Dalgety Stream tributary,3.07,3.93,821.52,65,2217.07,3.064,1.002,1,0,28.25
2012,Spec Gully,3.8133,1.37,1028.8333,86.7367,2236.8033,3.3703,1.9963,1.3333,0.6667,400.7333
2012,Deep Creek tributary,3,4,872.4,66.32,2216.15,3,2,0,1,37.5
2012,Horse Burn,3,4.99,1000.18,89.9,2216.62,3.311,1.533,0,1,152.8889
2012,Green Valley Creek,3.22,4.8,943.27,90.34,2186.97,3.061,1.707,0,1,41.6905
2012,Akatore Creek,3,4,854.93,94.87,2133.45,2.227,1.165,0,1,1143.2286
2012,Whare Creek,3.33,4.83,925.93,86.33,2154.82,3.682,2.111,0,0,992.6296
2012,Barbours Stream,3,4,772.645,68.095,2165.345,3,2,0,0,731.5889
2012,Lee Stream tributary,3,4,857.87,79.07,2171.53,3,2,0,0,5567.8704
2012,Tokomairiro River East Branch tributary,3,1.36,803.4,82.56,2149.34,3,2,0,0,116.6204
2012,Tuapeka River tributary,3,3.8325,807.325,76.44,2161.815,3,2,0.25,0,413.7037
2012,Nobblers Stream,3.75,1,987.02,84.27,2223.4,3.175,1.26,1,1,40.5
2012,Fiddlers Creek,3,4,729.64,63.28,2161.86,3,2,0,0,24.1571
2012,Devils Creek,3,4,721.49,62.54,2161.3,3,2,0,0,32.7059
2012,Thomsons Creek,3,2.47,894.5,87.73,2180.06,3,2,1,1,25.0556
2012,Valley Creek,3,1.89,899.17,82.13,2190.51,3,2,1,0,18.1667
2012,Pomahaka River tributary,3.26,1,916.67,97.96,2170,3.331,2,2,0,262.6875
2012,Poley Creek,3,2.6,849.35,77.43,2168.86,3,2,0,1,42.4617
2012,Stony Creek,3,4,770.24,69.89,2161.25,3,2,0,0,108.7112
2012,Sutton Stream,3,3.59,889.84,78.22,2188.12,3,2,0,1,5.6233
2012,Mangamingi Stream,2,2,865,83.98,2331,1.999,1.505,0,1,8.3333
2012,Manson Stream,2,1,1174.79,102.26,2390,1.948,1,0,1,41.5124
2012,Te Waiotupuritia Stream,2,1.9,856.21,82.37,2329.45,1.682,1.392,0,1,1160.7072
2012,Kiwi Creek,2,1,1154.29,98.88,2388.27,1.724,1,0,1,11.0305
